Classification Level,Count
Bacillus gaemokensis,19
Lactobacillus fermentum,1815
Cronobacter sakazakii,624
Staphylococcus sciuri,240
Burkholderia cenocepacia,390
Serratia ficaria,14
Streptomyces rubiginosohelvolus,13
Pseudomonas marginalis,38
Leuconostoc mesenteroides,941
Shewanella putrefaciens,143
Streptococcus pyogenes,644
Rahnella aquatilis,174
Vibrio parahaemolyticus,1056
Bacillus sp. FDAARGOS_235,11
Brucella melitensis,505
Burkholderia thailandensis,52
Oenococcus oeni,139
Anaerotruncus colihominis,14
Bacillus sp. RRD69,8
Staphylococcus aureus,4568
Pseudomonas asplenii,8
Pseudomonas baetica,50
Bacillus velezensis,1162
Bacillus amyloliquefaciens,1613
Lactobacillus paracasei,614
Aeromonas veronii bv. veronii,12
Pediococcus acidilactici,271
Helcococcus ovis,21
Vibrio qinghaiensis,9
Weissella confusa,275
Bacillus aryabhattai,837
Pseudomonas gessardii,92
Mycoplasmoides pneumoniae,65
Mesorhizobium plurifarium,36
Janibacter anophelis,12
Escherichia coli DEC13D,8
Raoultella ornithinolytica,186
Nocardia seriolae,40
Brevibacillus agri,78
Anaerobiospirillum succiniciproducens,9
Phaeobacter inhibens,103
Paenibacillus polymyxa,435
Hathewaya limosa,8
Staphylococcus saccharolyticus,10
Vibrio cholerae,640
Salmonella enterica subsp. enterica serovar Senftenberg,45
Rhodococcus erythropolis,249
Lactobacillus helveticus,1157
Pseudomonas oleovorans,156
Lactobacillus brevis,683
Rhizobium leguminosarum,443
Massilia eurypsychrophila,76
Bacillus anthracis 52-G,8
Xanthomonas citri pv. punicae,37
Streptomyces malachitospinus,15
Pseudomonas aeruginosa,3842
Alcaligenes faecalis,364
Geobacillus kaustophilus,51
Planococcus plakortidis,15
Escherichia coli str. K-12 substr. MG1655,70
Citrobacter freundii,574
'Homalodisca Liturata' phytoplasma,14
Nocardiopsis alba,95
Lactobacillus sakei,327
Streptomyces coelicoflavus,32
Leptospirillum ferrooxidans,27
Achromobacter ruhlandii,17
Rummeliibacillus stabekisii,32
Streptomyces mutabilis,101
Acetobacter pasteurianus,194
Bacteroides eggerthii,14
Tenacibaculum maritimum,20
Bacteroides ovatus,37
Rhodococcus rhodochrous,40
Gordonia terrae,70
Streptomyces hygroscopicus,74
Paraburkholderia hospita,16
Streptomyces avidinii,85
Xylella fastidiosa,136
Paenibacillus dendritiformis,38
Enterococcus durans,1002
Pseudomonas deceptionensis,18
Corallococcus exiguus,73
Staphylococcus epidermidis,879
Mesorhizobium qingshengii,14
Streptomyces ambofaciens,34
Erwinia toletana,11
Streptomyces yanii,15
Pseudomonas putida,1249
Neisseria gonorrhoeae,383
Schaalia odontolytica,20
Pseudomonas stutzeri,734
Acetobacter cerevisiae,17
Nocardia brasiliensis,59
Brevundimonas diminuta,155
Neptunomonas phycophila,9
Sporosarcina globispora,33
Vibrio alginolyticus,493
Caldimonas manganoxidans,9
Acinetobacter baumannii Naval-81,25
Brevundimonas vesicularis,55
Clostridium botulinum B str. Eklund 17B (NRP),16
Streptomyces galbus,15
Brevibacillus panacihumi,13
Proteus mirabilis,447
Shewanella halifaxensis HAW-EB4,8
Aeromonas media,108
Eggerthella lenta,117
Psychrobacter cibarius,17
Yersinia enterocolitica,246
Mycoplasma wenyonii,17
Bacillus pumilus,1735
Clostridium acetobutylicum,75
Enterococcus mundtii,152
Aeromonas veronii,523
Dickeya dianthicola,51
Streptomyces griseus,195
Listonella anguillarum,220
Escherichia coli DEC5E,13
Bacillus tequilensis,371
Enterobacter hormaechei subsp. oharae,73
Gardnerella vaginalis,43
Bacillus psychrosaccharolyticus,17
Ochrobactrum anthropi,197
Acetobacter indonesiensis,28
Oceanobacillus manasiensis,12
Leuconostoc fallax,17
Paenibacillus barengoltzii,24
Pseudomonas alcaligenes,83
Stenotrophomonas maltophilia,1240
Enterobacter ludwigii,287
Micromonospora citrea,8
Polynucleobacter cosmopolitanus,172
Bacillus baekryungensis,44
Bacillus firmus,372
Bacillus atrophaeus,260
Streptococcus equinus,162
Campylobacter sp. 'vulpis_Italy',9
Acinetobacter pittii,201
Helicobacter pylori,354
Acinetobacter baumannii 1457504,9
Proteus hauseri,17
[Haemophilus] ducreyi,78
Lactobacillus paraplantarum,96
Klebsiella quasipneumoniae,57
Streptomyces albus,66
Paraburkholderia nodosa,90
Oceanobacillus kimchii,20
Lactobacillus casei,799
Tannerella forsythia,28
Bradyrhizobium yuanmingense,159
Morganella morganii,205
Paucibacter toxinivorans,24
Staphylococcus xylosus,129
Pseudomonas veronii,136
Bacillus stratosphericus,158
Streptococcus gallolyticus,169
Salmonella enterica subsp. enterica serovar Typhimurium,548
Oceanobacillus picturae,65
Aeromonas hydrophila,872
Vibrio rumoiensis,22
Nocardia abscessus,22
Vibrio campbellii,180
Acinetobacter haemolyticus,79
Clostridium botulinum,423
Mastigocladus laminosus,12
Ensifer meliloti,428
Kingella negevensis,18
Rhizobium miluonense,21
Komagataeibacter xylinus,49
Clostridium sp. DL-VIII,12
Vibrio harveyi,380
Micrococcus yunnanensis,122
Cronobacter dublinensis,26
Lactobacillus rhamnosus,345
Serratia plymuthica,94
Enterobacter hormaechei,243
Lactobacillus delbrueckii,115
Salmonella enterica subsp. enterica serovar Paratyphi A,535
Streptococcus equi,249
Asaia bogorensis,70
Achromobacter xylosoxidans,301
Burkholderia territorii,36
Streptomyces neopeptinius,10
Micrococcus luteus,350
Sporosarcina pasteurii,22
Acinetobacter baumannii TG27407,10
Ralstonia solanacearum,516
Rarimicrobium hominis,8
Ruegeria arenilitoris,34
Bacillus anthracis,783
Salmonella enterica subsp. enterica serovar Oranienburg,24
Vibrio gallicus,8
Rhodobacter sphaeroides,82
Salmonella enterica subsp. enterica serovar Cerro,21
Sugarcane white leaf phytoplasma,40
Staphylococcus warneri,284
Leclercia adecarboxylata,85
Staphylococcus arlettae,90
Nocardiopsis dassonvillei,110
Streptomyces atratus,33
Burkholderia lata,23
Clostridium tetani,16
Stenotrophomonas rhizophila,136
Escherichia coli DEC11E,11
Streptomyces zaomyceticus,39
Pseudarcobacter ellisii,8
Halomonas alkaliphila,39
[Ruminococcus] torques,17
Paraburkholderia tropica,82
Enterobacter cloacae EcWSU1,8
Geobacillus thermocatenulatus,26
Pasteurella multocida,334
Leptospira interrogans,93
Escherichia coli TW10246,9
Haemophilus influenzae,850
Streptococcus salivarius subsp. thermophilus,631
Kluyvera ascorbata,28
Vibrio mediterranei,104
Achromobacter denitrificans,38
Acidithiobacillus albertensis,12
Staphylococcus haemolyticus,370
Photorhabdus thracensis,11
Nitrobacter vulgaris,13
Leptospira borgpetersenii,32
Streptomyces aurantiacus,29
Bacillus aerophilus,152
Sphingomonas faeni,15
Deinococcus radiodurans,13
Zobellella taiwanensis,8
Bacillus flexus,401
Lysinimonas sp. LM-2018,81
Pseudarthrobacter siccitolerans,71
Streptomyces platensis,43
Glutamicibacter arilaitensis,53
Bacillus safensis,618
Cronobacter malonaticus,55
Actinobaculum massiliense,32
Pseudomonas frederiksbergensis,127
Desulfomicrobium orale,9
Candidatus Clavichlamydia salmonicola,13
Lactobacillus curvatus,162
Glaesserella parasuis,233
Glutamicibacter creatinolyticus,11
Salmonella enterica subsp. enterica serovar Reading,12
Citrobacter braakii,56
Pseudonocardia autotrophica,11
Labrenzia aggregata,21
Acidithiobacillus thiooxidans,113
Salmonella enterica subsp. enterica serovar Virchow,8
Sporolactobacillus nakayamae,21
Streptomyces griseorubens,51
Porphyromonas macacae,16
Escherichia fergusonii,120
Corallococcus coralloides,49
Bacillus humi,31
Halomonas titanicae,66
Klebsiella variicola,249
Riemerella anatipestifer,142
Planomicrobium chinense,22
Aggregatibacter actinomycetemcomitans,64
Halomonas hamiltonii,13
Psychrobacter glaciei,17
Streptococcus oralis,95
Bacillus subtilis subsp. subtilis str. BSP1,8
Gluconobacter frateurii,67
Borrelia turicatae,18
Acinetobacter seifertii,11
Bacillus altitudinis,452
Lysinibacillus fusiformis,395
Streptomyces albidoflavus,181
Myxococcus fulvus,84
Bacteroides fragilis,112
Serratia fonticola,71
Lactobacillus acidipiscis,38
Bordetella pertussis,1079
Tumebacillus algifaecis,22
Streptococcus uberis,176
Lactobacillus reuteri,339
Enterococcus pseudoavium,16
Pseudomonas chlororaphis,137
Brachyspira innocens,47
Geobacillus stearothermophilus,188
Acinetobacter baumannii TG22204,10
Escherichia coli DEC1B,13
Yangia pacifica,10
Kitasatospora phosalacinea,12
Aeromonas salmonicida,199
Prosthecochloris vibrioformis,18
Leuconostoc citreum,215
Myroides odoratus,12
Rhizobium leguminosarum bv. phaseoli,29
Ralstonia pickettii,90
Bacillus thuringiensis YBT-1518,12
Prevotella nanceiensis,20
Bacillus niabensis,58
Salinicoccus roseus,31
Cupriavidus gilardii,28
Agromyces indicus,11
Halobacillus faecis,19
Cronobacter dublinensis subsp. dublinensis LMG 23823,8
Pseudomonas denitrificans,40
Mesorhizobium huakuii,68
Bacillus megaterium,1536
Bacillus badius,49
Plesiomonas shigelloides,84
Shigella boydii,178
Lonsdalea quercina,30
Sphingomonas paucimobilis,52
Geosporobacter ferrireducens,10
Kytococcus sedentarius,25
Candidatus Hodgkinia cicadicola,232
Enterobacter asburiae,294
Parabacteroides distasonis,45
Providencia stuartii,72
Enterobacter sp. BWH 27,8
Candidatus Sulcia muelleri,317
Chromohalobacter beijerinckii,8
Pantoea ananatis,251
Collinsella stercoris,14
Brevibacillus laterosporus,136
Shigella dysenteriae,172
Staphylococcus equorum,137
Sporosarcina psychrophila,17
Gordonia polyisoprenivorans,33
Achromobacter,15
Escherichia albertii,109
Rothia nasimurium,29
Salmonella enterica subsp. enterica serovar Enteritidis,579
Clostridium subterminale,22
Paracoccus alcaliphilus,14
Vibrio neocaledonicus,55
Bacillus clausii,141
Erwinia gerundensis,10
Vibrio crassostreae 9CS106,10
Leuconostoc mesenteroides subsp. dextranicum,25
Pseudomonas plecoglossicida,211
Kocuria marina,42
Kluyvera cryocrescens,25
Helicobacter macacae,11
Bacteroides coprophilus,8
Shewanella woodyi,11
Geobacillus thermodenitrificans,182
Aeromonas jandaei,65
Micromonospora marina,13
Paenibacillus turicensis,9
Desulfovibrio vulgaris,18
Bacillus nealsonii,59
Pseudoalteromonas piscicida,79
Burkholderia vietnamiensis,109
Aeromonas dhakensis,75
Lentzea aerocolonigenes,20
Planomicrobium flavidum,19
Streptococcus sanguinis,94
Streptomyces phaeochromogenes,77
Clover phyllody phytoplasma,8
Streptococcus pluranimalium,20
Lactobacillus delbrueckii subsp. bulgaricus,507
Stenotrophomonas panacihumi,13
Bacillus subtilis subsp. inaquosorum,126
Ensifer fredii,103
Weissella cibaria,240
Rhodococcus ruber,99
Nocardia africana,8
Citrobacter werkmanii,39
Moraxella catarrhalis,89
Thiothrix sp. ectosymbiont of Niphargus ictus,24
Aeromonas sobria,184
Pseudomonas knackmussii,19
Vibrio comitans,30
Candidatus Methylopumilus planktonicus,91
Klebsiella aerogenes,246
Haemophilus haemolyticus,118
Asaccharospora irregularis,9
synthetic construct,136
Halomonas shengliensis,12
Bacillus velezensis YAU B9601-Y2,9
Thermoanaerobacter uzonensis,171
Aerococcus viridans,76
Labrenzia alba,11
Oligella urethralis,19
Staphylococcus capitis,103
Paenibacillus polymyxa SC2,10
Streptomyces chartreusis NRRL 3882,11
Methylorubrum extorquens,46
Brachyspira corvi,98
Bradyrhizobium elkanii,201
Paenibacillus glycanilyticus,17
Psychrobacter cryohalolentis,40
Aneurinibacillus migulanus,29
Thermoanaerobacter pseudethanolicus,15
Borrelia crocidurae,44
Erwinia pyrifoliae,36
Acinetobacter lwoffii,260
Pediococcus ethanolidurans,61
Lactobacillus farciminis,51
Pyramidobacter piscolens,11
Bacillus mobilis,12
Anaplasma ovis,48
Akkermansia muciniphila,54
Halomonas aquamarina,73
Streptomyces diastatochromogenes,28
Streptomyces globisporus,58
Rhodopirellula baltica,94
Rathayibacter tritici,10
Pseudomonas viridiflava,94
Phaeobacter gallaeciensis,34
Desulfovibrio desulfuricans,37
Klebsiella pneumoniae subsp. pneumoniae MGH 78578,16
Aneurinibacillus aneurinilyticus,30
Megasphaera elsdenii,38
Triticum aestivum (bread wheat),19
Lactobacillus salivarius,305
Mitsuokella jalaludinii,14
Tsukamurella pulmonis,29
Bacillus thuringiensis HD-789,12
Sorangium cellulosum,112
Bacillus litoralis,19
Pseudomonas graminis,72
Salmonella enterica subsp. enterica serovar Weltevreden,120
Treponema pedis,16
Providencia vermicola,59
Nocardia elegans,8
Enterococcus italicus,84
Lactobacillus mucosae,77
Ensifer adhaerens,142
Arthrobacter citreus,13
Paenibacillus sp. FSL R5-0912,8
Aster yellows phytoplasma,82
Xanthomonas oryzae pv. oryzicola,17
Kandleria vitulina,11
Streptococcus salivarius,151
[Clostridium] celerecrescens,30
Streptobacillus notomytis,12
Burkholderia cepacia,360
Komagataeibacter europaeus,52
Arthrobacter pascens,79
Lactobacillus gasseri,86
Bacillus paralicheniformis,134
Lactococcus garvieae,392
Roseburia faecis,16
Collinsella aerofaciens,214
Mycoplasmopsis bovis,113
Rhizobium phaseoli,47
Salmonella enterica subsp. enterica serovar Dublin,77
Xanthomonas oryzae pv. oryzae,199
Bacillus indicus,52
Vibrio parahaemolyticus VP2007-095,12
Pseudomonas fragi,232
Ochrobactrum ciceri,10
Bacillus simplex,379
Arthrobacter crystallopoietes,37
Bordetella avium,9
Enterobacter kobei,62
Salmonella enterica subsp. enterica serovar Muenster,10
Pseudoclavibacter helvolus,9
Bacillus oceanisediminis,112
Candidatus Sodalis pierantonius str. SOPE,8
Salmonella enterica subsp. enterica serovar Paratyphi B,19
Nocardia asteroides,52
Pseudarthrobacter phenanthrenivorans,43
Pseudomonas xanthomarina,52
Staphylococcus caprae,46
Haemophilus parahaemolyticus,19
Aeromonas veronii AMC35,8
Brevundimonas bullata,32
Pseudomonas lurida,39
Marinobacter salsuginis,30
Pseudochrobactrum saccharolyticum,19
Paracoccus yeei,36
Corallococcus macrosporus,28
Rhizobium leguminosarum bv. viciae,107
Agromyces cerinus,9
Burkholderia ubonensis,260
Pseudomonas migulae,59
Candidatus Streptomyces philanthi bv. triangulum diadema,20
Streptococcus lutetiensis,122
Candidatus Mycoplasma haemominutum,58
Lysinibacillus sphaericus,369
Xanthomonas oryzae,47
Halomonas axialensis,37
Paraclostridium bifermentans,77
Paenibacillus alvei,41
Burkholderia multivorans,110
Enterococcus malodoratus,13
Pannonibacter phragmitetus,38
Clostridium argentinense,18
Streptomyces griseorubiginosus,35
Paenibacillus barcinonensis,27
Pantoea vagans,125
Gluconobacter oxydans,61
Oceanobacillus oncorhynchi subsp. incaldanensis,21
Salmonella enterica subsp. enterica serovar Infantis,90
Eisenbergiella tayi,10
Streptomyces bungoensis,17
Candidatus Microthrix parvicella,16
Vibrio natriegens,85
Streptococcus iniae,69
Pseudomonas mendocina,157
Vibrio sinaloensis,39
Mycoplasma suis,9
Paenibacillus terrae HPL-003,9
Lactobacillus kefiranofaciens subsp. kefirgranum,39
Salinivibrio kushneri,13
Trueperella pyogenes,113
Comamonas aquatica,43
Pseudomonas chlororaphis subsp. piscium,11
Bacillus cereus AH1134,11
Verminephrobacter eiseniae,46
Bacillus horneckiae,34
Pseudoalteromonas luteoviolacea,65
Mycoplasmopsis arginini,20
Alteromonas nigrifaciens,22
Lysobacter antibioticus,24
Vagococcus fluvialis,34
Idiomarina baltica,16
Sphingomonas pseudosanguinis,15
Streptomyces qinglanensis,10
Escherichia coli KTE23,8
Acinetobacter tjernbergiae,18
Vibrio diabolicus,56
Methylorubrum rhodesianum,18
Lactobacillus pobuzihii,13
Rhizorhapis suberifaciens (corky root of lettuce),38
Xanthomonas citri,32
Brevibacillus parabrevis,70
Enterobacter cancerogenus,105
Staphylococcus cohnii,128
Bacillus sp. Y-01,11
Streptacidiphilus albus JL83,8
Hafnia alvei,121
Leuconostoc gelidum,15
Paenibacillus sp. FSL P4-0081,10
Clostridium isatidis,10
Salmonella enterica subsp. enterica serovar Montevideo str.,26
Methylorubrum populi,75
Campylobacter concisus,40
Salmonella enterica subsp. enterica serovar Typhimurium str. DT104,290
Salmonella enterica subsp. enterica serovar Braenderup,16
Arcobacter butzleri,40
Mycoplasma haemocanis,14
Pseudomonas koreensis,182
Bacillus endophyticus,162
Acinetobacter calcoaceticus,361
Bacillus sp. HBCD-sjtu,10
Acinetobacter baumannii 25569_5,9
Clostridium sporogenes,87
Prevotella corporis,11
Bacteroides thetaiotaomicron,66
Sphingomonas koreensis,24
Geobacillus thermodenitrificans NG80-2,8
Ensifer medicae,153
Komagataeibacter hansenii,72
Enterococcus dispar ATCC 51266,9
Gemella morbillorum,21
Burkholderia mallei,133
Shigella boydii 5216-82,8
Lysinibacillus xylanilyticus,101
Pseudomonas antarctica,37
Rickettsia raoultii,10
[Pseudomonas] geniculata,118
Shewanella oneidensis,21
Shewanella baltica OS155,9
Streptomyces torulosus,8
Azospirillum thiophilum,21
Leptospirillum ferriphilum,41
Lactobacillus paracasei subsp. tolerans,40
Streptomyces microflavus,124
Sphingobium xenophagum,15
Bacillus algicola,16
Bartonella henselae,47
Salmonella enterica subsp. enterica serovar Typhimurium var. 5-,99
Acinetobacter soli,32
Actinotignum schaalii,23
Chlamydia pecorum,18
Pseudomonas rhodesiae,78
Bacillus siralis,12
Marinobacter hydrocarbonoclasticus,127
Kitasatospora aureofaciens,35
Planktothrix rubescens,15
Caballeronia sordidicola,21
Lactobacillus kefiranofaciens,106
Acinetobacter radioresistens,124
Nocardia rhamnosiphila,16
Halomonas campaniensis,18
Acinetobacter baumannii 24845_10,8
Porphyromonas levii,328
Pseudomonas reactans,35
Isoptericola variabilis,24
Paenibacillus mucilaginosus,46
Gluconobacter cerinus,19
Coxiella burnetii,33
Pseudomonas oleovorans subsp. lubricantis,9
Actinobacillus succinogenes,15
Oerskovia paurometabola,9
Faecalicatena fissicatena,10
Azotobacter vinelandii,38
Bacillus cohnii,48
Novosphingobium aromaticivorans,20
Paenibacillus lactis,26
Leucobacter komagatae,13
Vibrio parahaemolyticus O1:Kuk str. FDA_R31,8
Borrelia garinii,51
Anaplasma bovis,75
Neorhizobium galegae,60
Arthrobacter psychrolactophilus,15
Pseudomonas protegens,140
Pseudomonas azotoformans,121
Francisella tularensis,138
Aeromonas schubertii,32
Streptomyces werraensis,9
Pseudomonas syringae pv. atrofaciens,9
Lactobacillus pentosus,277
Shigella flexneri,195
Bacillus halosaccharovorans,24
Salmonella enterica subsp. enterica serovar Kentucky,55
Candidatus Phytoplasma trifolii,61
Vibrio parahaemolyticus NIHCB0603,8
Bacillus circulans,154
Lactobacillus ingluviei,15
Cardinium endosymbiont of Bemisia tabaci,10
Bacteroides barnesiae,10
Xanthomonas citri pv. citri,97
Bacillus sonorensis,157
Lactobacillus bombi,13
Legionella pneumophila subsp. fraseri,25
Listeria innocua,89
Yersinia mollaretii,20
Anoxybacillus gonensis,22
Prevotella multiformis,9
Clostridium butyricum,150
Thauera aromatica,10
Catabacter hongkongensis,16
Acidithiobacillus ferridurans,29
Halomonas ventosae,38
Rhodococcus aetherivorans,21
Edwardsiella ictaluri,62
Paeniclostridium sordellii,92
Bacillus cereus biovar anthracis str. CI,10
Terribacillus aidingensis,14
Streptomyces diastaticus subsp. ardesiacus,13
Pantoea dispersa,173
Aeromonas veronii bv. sobria,28
Prevotella buccae,20
Pseudomonas mosselii,74
Cedecea neteri,28
Bartonella tamiae,8
Acinetobacter tandoii,11
Streptomyces rochei,106
Streptococcus gallolyticus subsp. macedonicus,58
Chlamydia suis,53
Yersinia pseudotuberculosis,92
Delftia tsuruhatensis,80
Streptomyces violaceoruber,30
Mannheimia haemolytica,93
Acinetobacter baumannii Naval-18,34
Helicobacter cinaedi,41
'Populus nigra' phytoplasma,13
Bacillus cellulasensis,34
Clostridium budayi,9
Acinetobacter baumannii OIFC189,24
Nocardia carnea,22
Pseudomonas alcaliphila,25
Leptotrichia shahii,11
Bacillus marisflavi,136
Photorhabdus kayaii,11
Porphyromonas uenonis,9
Phaeobacter piscinae,58
Dietzia timorensis,13
Streptomyces tumescens,10
Trabulsiella odontotermitis,21
Salmonella enterica subsp. enterica serovar Hadar,34
Streptomyces collinus,23
Alcanivorax borkumensis,13
Paenibacillus popilliae,24
Paraburkholderia fungorum,69
Streptomyces vinaceus,27
Planococcus antarcticus DSM 14505,9
Streptococcus mutans,201
Psychrobacter arcticus,10
Helicobacter heilmannii,32
Yersinia intermedia,39
Mycoplasmopsis agalactiae,24
Campylobacter lari subsp. concheus,11
Paenibacillus peoriae,44
Kocuria palustris,102
Ruminobacter amylophilus,11
Arcobacter lanthieri,16
Ureaplasma urealyticum,12
Leuconostoc pseudomesenteroides,276
Desulfotomaculum nigrificans,12
Pasteurella multocida subsp. septica,51
Xanthomonas campestris,70
Lactobacillus delbrueckii subsp. lactis DSM 20072,17
Bartonella quintana,12
Ponticoccus sp. (in: Proteobacteria),49
Dietzia maris,76
Halomonas venusta,58
Kosakonia cowanii,64
Bacillus toyonensis,180
Treponema pallidum subsp. pallidum (syphilis treponeme),79
Pseudoalteromonas rubra,38
Acinetobacter junii,169
Pseudomonas helmanticensis,20
Sporosarcina ureae,32
Thauera chlorobenzoica,8
Bacillus solani,12
Paraburkholderia terricola,16
Streptomyces flavovirens,58
Acinetobacter baumannii 24860_2,12
Capnocytophaga haemolytica,13
Acinetobacter baumannii 1482820,9
Agromyces mediolanus,21
Raoultella planticola,63
Grimontia hollisae,23
Streptomyces tanashiensis,13
Cellulomonas hominis,45
Nocardiopsis lucentensis,23
Moraxella osloensis,79
Brevibacillus brevis NBRC 100599,13
Xanthomonas axonopodis,49
Brachyspira canis,20
Streptococcus pseudoporcinus,32
Leuconostoc gelidum subsp. gasicomitatum,33
Pasteurella dagmatis,13
Pseudomonas resinovorans,29
Pseudomonas synxantha,27
Tolypothrix sp. PCC 7504,10
Rhodococcus cercidiphylli,17
Marinobacter algicola,58
Streptococcus parasuis,17
Pararhizobium giardinii,33
Cronobacter turicensis,24
Allorhizobium vitis,59
Francisella tularensis subsp. holarctica,22
Halobacillus dabanensis,56
Bacillus hwajinpoensis,61
Lactobacillus amylovorus,56
Kosakonia oryzae,51
Enterococcus faecium EnGen0004,8
Acinetobacter baumannii OIFC143,13
Xanthomonas perforans,41
Elizabethkingia meningoseptica,92
Salmonella enterica subsp. enterica serovar Newport,121
Salmonella enterica subsp. enterica serovar Tennessee,87
Streptomyces flavotricini,29
Bacillus halotolerans,291
Prevotella heparinolytica,19
Actinobacillus equuli,12
Staphylococcus agnetis,18
Providencia heimbachae,17
Acidovorax defluvii,8
Burkholderia pyrrocinia,26
Brenneria nigrifluens,40
Pseudoalteromonas elyakovii,25
Nocardia puris,20
Zymomonas mobilis,56
Mycoplasmopsis gallinacea,42
Rhizobium etli,72
Brevibacillus reuszeri,41
Acidovorax delafieldii,36
Streptomyces badius,16
Bacillus smithii,21
Chlamydia muridarum,22
Filifactor villosus,14
Escherichia coli DEC8A,9
Vibrio cyclitrophicus,74
Pseudomonas grimontii,48
Streptomyces aureus,40
Lelliottia amnigena,66
Cupriavidus oxalaticus,10
Micromonospora auratinigra,13
Staphylococcus hominis,257
Paenibacillus lautus,87
Vibrio owensii,139
Xenorhabdus stockiae,14
Brevibacillus invocatus,20
Candidatus Mycoplasma haemovis,18
Jeotgalibacillus campisalis,15
Turicibacter sanguinis,23
Lysinibacillus massiliensis,16
Snodgrassella alvi,41
Streptomyces cirratus,45
Streptococcus parasanguinis,67
Pseudomonas brassicacearum,121
Lactobacillus alimentarius,55
Mucispirillum schaedleri,8
Enterobacter cloacae P101,8
Pseudomonas sp. URMO17WK12:I11,12
Xanthomonas euvesicatoria,103
Rhodococcus fascians,49
Pseudoalteromonas lipolytica,58
Enterococcus gilvus,27
Okadaella gastrococcus,8
Selenomonas flueggei,8
Nocardia cyriacigeorgica,136
Salinicola zeshunii,14
Rodentibacter pneumotropicus,24
Pseudomonas sabulinigri,45
Achromobacter insolitus,28
Actinobacillus minor,22
Isoptericola halotolerans,13
Aerococcus urinae,35
Streptococcus mitis,181
Methylorubrum thiocyanatum,16
Streptomyces puniciscabiei,10
Streptomyces griseocarneus,8
Capnocytophaga sputigena,23
Halomonas elongata,36
Azospirillum lipoferum,49
Bacillus meqaterium,12
Escherichia coli STEC_O31,8
Paenibacillus jamilae,32
