Classification Level,Count
Pseudarthrobacter sulfonivorans,60
Amycolatopsis coloradensis,36
Streptomyces niveus,31
Streptomyces parvulus,43
Streptomyces olivaceus,55
Streptomyces lividans,34
Nocardia otitidiscaviarum,47
Micrococcus aloeverae,41
Micromonospora coxensis,59
Streptomyces europaeiscabiei,43
Saccharomonospora xinjiangensis,30
Streptomyces acidiscabies,37
Streptomyces griseoruber,27
Nocardiopsis alba,118
Nocardia asteroides,64
Streptomyces cyaneofuscatus,38
Nocardia seriolae,50
Streptomyces bungoensis,20
Janibacter limosus,20
Streptomyces somaliensis,46
Saccharomonospora viridis,28
Streptomyces griseorubiginosus,48
Streptomyces radiopugnans,26
Streptomyces corchorusii,24
Streptomyces pseudogriseolus,32
Streptomyces carpaticus,21
Streptomyces viridochromogenes,28
Streptomyces enissocaesilis,41
Streptomyces rishiriensis,23
Tsukamurella pulmonis,41
Kitasatospora aureofaciens,47
Streptomyces lincolnensis,22
Streptomyces agglomeratus,38
Pseudonocardia carboxydivorans,21
Leifsonia xyli,24
Rothia kristinae,41
Actinobaculum massiliense,36
Rhodococcus koreensis,23
Kocuria turfanensis,23
Streptomyces pratensis,69
Rhodococcus fascians,65
Streptomyces tendae,51
Streptomyces zaomyceticus,52
Gordonia alkanivorans,27
Streptomyces violascens,30
Gordonia amicalis,20
Streptomyces xanthophaeus,25
Streptomyces netropsis,39
Streptomyces thermogriseus,24
Streptomyces lavendulae,70
Schaalia odontolytica,26
Salinispora pacifica,55
Streptomyces thermocarboxydus,57
Gordonia bronchialis,35
Micromonospora carbonacea,26
Streptomyces parvus,36
Streptomyces antibioticus,31
Streptomyces misionensis,22
synthetic construct,26
Streptomyces ossamyceticus,21
Streptomyces rubrolavendulae,20
Streptomyces thermoviolaceus,26
Nocardiopsis aegyptia,26
Nocardia abscessus,27
Nocardia asiatica,20
Streptomyces griseoaurantiacus,22
Streptomyces olivochromogenes,57
Streptomyces diastaticus,30
Mobiluncus curtisii,21
Rhodococcus qingshengii,92
Streptomyces hiroshimensis,39
Paenarthrobacter nicotinovorans,75
Kytococcus sedentarius,29
Streptomyces abikoensis,39
Streptomyces atroolivaceus,27
Rothia nasimurium,35
Micromonospora purpureochromogenes,25
Streptomyces atratus,38
Streptomyces toxytricini,27
Streptomyces flavotricini,38
Streptomyces stelliscabiei,20
Isoptericola variabilis,31
Streptomyces albulus,27
Streptomyces lienomycini,23
Thermobifida fusca,29
Streptomyces spiroverticillatus,28
Streptomyces globosus,29
Streptomyces diastatochromogenes,37
Sinomonas atrocyanea,26
Arthrobacter crystallopoietes,44
Kocuria flava,42
Plantibacter flavus,23
Streptomyces griseoplanus,36
Streptomyces virginiae,39
Streptomyces caeruleatus,22
Leucobacter komagatae,25
Streptomyces koyangensis,25
Dermacoccus nishinomiyaensis,27
Micrococcus endophyticus,30
Nocardia carnea,29
Streptomyces lydicus,32
Streptomyces chartreusis,36
Paeniglutamicibacter sulfureus,25
Arthrobacter flavus,26
Streptomyces platensis,49
Micromonospora chersina,23
Pseudarthrobacter chlorophenolicus,26
Nocardia rhamnosiphila,22
Embleya scabrispora,22
Micromonospora saelicesensis,25
Streptomyces lunaelactis,30
Nocardia puris,21
Streptomyces griseoflavus,21
Streptomyces malaysiensis,29
Streptomyces collinus,23
Kocuria carniphila,20
