Classification Level,Count
Enterococcus hirae,450
Odoribacter splanchnicus,22
Pseudovibrio sp. FO-BEG1,27
Pseudomonas nitroreducens,103
Shigella dysenteriae,213
Acinetobacter baumannii OIFC189,33
Riemerella anatipestifer,180
Paraburkholderia caribensis,46
Aggregatibacter actinomycetemcomitans,87
Terrisporobacter mayombei,24
Streptomyces aureus,56
Streptococcus dysgalactiae,136
Atlantibacter hermannii,81
Candidatus Methylopumilus planktonicus,109
Nocardioides albus,34
Leptospirillum ferriphilum,47
Xanthomonas citri pv. citri,115
Escherichia fergusonii,144
Streptococcus equi subsp. zooepidemicus,65
Pseudochrobactrum saccharolyticum,22
Triticum aestivum (bread wheat),29
Brinjal little leaf phytoplasma,77
Bacillus badius,64
Streptobacillus moniliformis,69
Lactobacillus delbrueckii subsp. bulgaricus,641
Acinetobacter gyllenbergii,21
Rothia dentocariosa,38
Verminephrobacter eiseniae,54
Polynucleobacter necessarius,24
Azotobacter vinelandii,48
Escherichia coli K-12,99
Azotobacter salinestris,24
Bacillus toyonensis,224
Rhodococcus qingshengii,94
Vibrio scophthalmi,80
Bacillus endophyticus,202
Enterococcus durans,1279
Mycoplasmoides gallisepticum,61
Pseudomonas mendocina,201
Mesorhizobium ciceri,93
Lysinibacillus fusiformis,497
Lysobacter capsici,21
[Enterobacter] aerogenes,118
Pseudomonas cerasi,20
Acetobacter pasteurianus,238
Ruegeria arenilitoris,40
Legionella pneumophila,724
Arcobacter butzleri,50
Moraxella osloensis,95
Lactobacillus paracasei subsp. tolerans,49
Aeromonas veronii,650
Halobacillus trueperi,102
Clostridium botulinum,524
Solibacillus silvestris,58
Enterococcus casseliflavus,183
Raoultella terrigena,57
Sphingomonas echinoides,26
Enterobacter hormaechei subsp. steigerwaltii,73
Acinetobacter calcoaceticus,445
Bacillus litoralis,26
Pseudomonas reactans,40
Bradyrhizobium elkanii,260
Brachyspira hyodysenteriae,66
Pseudomonas veronii,184
Micrococcus lylae,33
Raoultella ornithinolytica,235
Rhodobacter sphaeroides,106
Klebsiella oxytoca,580
Streptococcus sanguinis,109
Streptomyces albogriseolus,58
Streptomyces thermogriseus,24
Bacillus altitudinis,554
Polynucleobacter asymbioticus,300
Streptococcus uberis,223
Pseudomonas tolaasii,115
Brevibacillus brevis,254
Paraburkholderia nodosa,110
Cupriavidus respiraculi,32
Lactobacillus murinus,47
Dermacoccus nishinomiyaensis,27
Burkholderia cenocepacia,486
Micromonospora echinospora,48
Gordonia amarae,34
Leuconostoc mesenteroides,1170
Streptomyces misionensis,22
Leuconostoc pseudomesenteroides,336
Acidithiobacillus ferridurans,33
Brevibacillus parabrevis,89
Brenneria salicis,98
Enterococcus gallinarum,132
Helicobacter pylori,428
Anaplasma ovis,58
Roseburia faecis,21
Citrobacter freundii,718
Brucella melitensis,621
Granulicatella adiacens,20
Mycoplasmopsis bovis,146
Pseudomonas argentinensis,29
Thermoanaerobacter uzonensis,213
Acinetobacter pittii,237
Streptomyces griseus,246
Marinobacter hydrocarbonoclasticus,159
Dickeya chrysanthemi,167
Serratia plymuthica,113
Pseudoalteromonas lipolytica,78
Xanthomonas arboricola,31
Candidatus Hodgkinia cicadicola,285
Bacillus smithii,29
Salmonella enterica subsp. enterica serovar Paratyphi A,643
Pseudomonas brassicacearum,145
Lactobacillus kefiri,135
Serratia marcescens,1314
Lactobacillus gasseri,123
Porphyromonas levii,410
Streptococcus lutetiensis,159
Pseudomonas reinekei,42
Shewanella algae,176
Staphylococcus argenteus,110
Allorhizobium vitis,67
Staphylococcus lentus,113
Pseudoalteromonas luteoviolacea,76
Lactobacillus paralimentarius,52
Streptomyces violascens,30
Listeria welshimeri,22
Bacillus siamensis,236
Lactobacillus johnsonii,181
Borrelia hermsii,86
Psychrobacter pulmonis,58
Staphylococcus pseudintermedius,46
Dickeya fangzhongdai,21
Sulfitobacter pontiacus,27
Staphylococcus xylosus,155
Yersinia kristensenii,57
Lactobacillus crustorum,35
Enterococcus italicus,104
Variovorax paradoxus,172
Bacillus kochii,72
Rhizobium rhizogenes,83
Nicoletella semolina,72
Mycoplasma capricolum subsp. capripneumoniae,44
Aerococcus urinae,39
Xanthomonas sacchari,30
Staphylococcus pasteuri,222
Brochothrix thermosphacta,80
Oceanobacillus picturae,85
Brevibacillus laterosporus,172
Bacillus sonorensis,186
Bacteroides fragilis,139
Pantoea agglomerans,782
Psychrobacter faecalis,81
Weissella confusa,339
Candidatus Pseudomonas adelgestsugas,24
Salmonella enterica subsp. enterica serovar Javiana,22
Xanthomonas campestris pv. campestris,41
Tsukamurella pulmonis,41
Actinobacillus pleuropneumoniae,58
Caulobacter vibrioides,27
Gluconobacter oxydans,79
Lactobacillus buchneri,183
Rhizobium leguminosarum bv. viciae,129
Salinibacter ruber,31
Weissella cibaria,292
Pseudomonas moraviensis,56
Candidatus Phytoplasma pruni,88
Leuconostoc lactis,480
Kingella kingae,23
Streptomyces radiopugnans,26
Lactobacillus rhamnosus,444
Pseudomonas monteilii,208
Stenotrophomonas acidaminiphila,46
Ochrobactrum tritici,48
Bacillus nealsonii,76
Photorhabdus luminescens,87
Fructobacillus fructosus,68
Pseudomonas protegens,168
Clostridium saccharobutylicum,63
[Clostridium] leptum,145
Pseudoalteromonas piscicida,90
North American grapevine yellows phytoplasma,61
Bacillus drentensis,96
Salmonella enterica subsp. enterica serovar Tennessee,109
Piscirickettsia salmonis,208
Streptomyces collinus,23
Halomonas meridiana,225
Anaplasma marginale,92
Escherichia albertii,133
Streptomyces somaliensis,46
Sinomonas atrocyanea,26
Micrococcus luteus,451
Ochrobactrum intermedium,170
Streptococcus parauberis,69
Alicyclobacillus herbarius,27
Marinobacter algicola,78
Treponema phagedenis,53
Xylella fastidiosa,168
Aeromonas popoffii,44
Paenibacillus elgii,20
Pseudomonas taiwanensis,70
Pseudomonas salomonii,20
Myxococcus fulvus,107
Pantoea stewartii,70
Acinetobacter baumannii Canada BC-5,41
Staphylococcus sciuri,288
Enterobacter asburiae,359
Bacillus idriensis,59
Pediococcus acidilactici,334
Clostridium novyi,28
Pseudomonas poae,138
Pseudomonas syringae pv. syringae,84
Leclercia adecarboxylata,109
Aneurinibacillus migulanus,36
Pseudonocardia carboxydivorans,21
Actinobacillus minor,28
Bacillus vallismortis,148
Nocardia transvalensis,28
Streptomyces toxytricini,27
Collinsella intestinalis,22
Streptomyces stelliscabiei,20
Lactobacillus reuteri,433
Streptomyces prunicolor,27
Tardiphaga robiniae,24
Tenacibaculum maritimum,26
Candidatus Phytoplasma solani,111
Pseudarthrobacter oxydans,211
Lactobacillus acidophilus,164
Burkholderia vietnamiensis,131
Acinetobacter oleivorans,33
Tumebacillus algifaecis,28
Pseudarthrobacter siccitolerans,96
Salmonella enterica subsp. enterica serovar Newport,147
Leuconostoc gelidum,23
Idiomarina loihiensis,47
Klebsiella variicola,305
Lactobacillus delbrueckii subsp. lactis,81
Cellulophaga algicola,20
Staphylococcus auricularis,23
Coconut lethal yellowing phytoplasma,83
Kocuria flava,42
Bacillus aerius,149
Anaplasma bovis,90
Parvimonas micra,36
Microbispora rosea,39
Bacillus filamentosus,33
Azospirillum lipoferum,62
Brevibacillus formosus,41
Candidatus Phytoplasma aurantifolia,207
Acinetobacter johnsonii,297
Streptomyces olivaceus,55
Micrococcus yunnanensis,154
Campylobacter fetus subsp. testudinum,31
Bacillus xiamenensis,36
Corallococcus macrosporus,34
Rickettsia japonica,73
Paucibacter toxinivorans,34
Acinetobacter junii,207
Bacillus marisflavi,167
Yersinia mollaretii,21
Streptococcus cristatus,65
Rahnella aquatilis,210
Lactobacillus mucosae,91
Shinella zoogloeoides,30
Streptococcus pseudopneumoniae,102
Faecalicatena contorta,20
Pseudoalteromonas citrea,22
Psychrobacter sanguinis,21
Streptococcus mutans,253
Bacillus infantis,86
Morganella morganii,258
Lactobacillus harbinensis,27
Candidatus Regiella insecticola,36
Lactobacillus crispatus,122
Paenibacillus lautus,112
Janibacter melonis,29
Elizabethkingia meningoseptica,112
Kosakonia oryzae,63
Elizabethkingia anophelis,145
Micrococcus aloeverae,41
Bacillus mycoides,498
Peptoclostridium phage p630P2,24
Aliivibrio logei,38
Streptomyces venezuelae,46
Anaerostipes hadrus,30
Acinetobacter baylyi,39
Rhodococcus hoagii,145
Pseudescherichia vulneris,27
Mycoplasmopsis gallinarum,53
Phaeobacter piscinae,64
Kocuria marina,52
Campylobacter showae,24
Clostridium pasteurianum DSM 525 = ATCC 6013,42
Nocardiopsis alba,118
Xanthomonas oryzae pv. oryzae,240
Bacillus niabensis,66
Neisseria cinerea,22
Pseudoalteromonas marina,37
Psychrobacter cryohalolentis,49
Komagataeibacter europaeus,60
Pseudomonas extremaustralis,60
Halomonas elongata,45
Burkholderia thailandensis,64
Pseudomonas umsongensis,41
Myxococcus virescens,74
Histophilus somni,116
Burkholderia territorii,47
Mesorhizobium huakuii,84
Achromobacter piechaudii,28
Bacillus ginsengihumi,24
Aeromonas sobria,234
Candidatus Phytoplasma oryzae,38
Campylobacter lari,46
Rhodococcus rhodochrous,52
Streptomyces canus,40
Bacillus jeotgali,43
Streptomyces exfoliatus,49
Chlamydia trachomatis,190
Vibrio harveyi,495
Basfia succiniciproducens,28
Streptomyces albus,84
Gordonia terrae,86
Salmonella enterica subsp. enterica serovar Enteritidis,733
Acidithiobacillus caldus,40
Lactobacillus farraginis,57
Aerococcus urinaeequi,48
Pseudomonas rhodesiae,97
Salmonella enterica subsp. enterica serovar Cerro,26
Sutterella wadsworthensis,38
Paracoccus yeei,42
Pseudarthrobacter chlorophenolicus,26
Streptomyces clavuligerus,27
Lactobacillus coryniformis,99
Streptomyces malaysiensis,29
Ewingella americana,68
Geobacillus stearothermophilus,231
Acinetobacter venetianus,55
Borrelia miyamotoi,42
Serratia symbiotica,192
Candidatus Mycoplasma haemominutum,71
Marinilactibacillus psychrotolerans,25
Streptomyces agglomeratus,38
Micromonospora aurantiaca,34
Enterobacter hormaechei,309
Burkholderia plantarii,31
Listeria innocua,106
Paraburkholderia silvatlantica,21
Shewanella baltica,88
Elizabethkingia miricola,34
Nocardia cyriacigeorgica,164
Lactobacillus farciminis,60
Mycoplasma ovis,25
Acholeplasma laidlawii,33
Treponema denticola,63
Arthrobacter oryzae,61
Salmonella enterica subsp. enterica serovar Senftenberg,59
Bacillus aerophilus,184
Enterobacter hormaechei subsp. xiangfangensis,129
Rhizobium leguminosarum bv. phaseoli,36
Burkholderia ambifaria,47
Escherichia coli O104:H4 str. C227-11,22
Clostridium perfringens,322
Pseudomonas alcaliphila,29
Streptomyces microflavus,154
Komagataeibacter hansenii,97
Bordetella parapertussis,39
Citrobacter gillenii,32
Bacillus subtilis subsp. inaquosorum,158
Pseudoalteromonas arctica,24
Blastochloris viridis,27
Prevotella disiens,20
Raoultella planticola,88
Paenibacillus naphthalenovorans,20
Streptomyces scabiei,179
Paenibacillus timonensis,26
Corallococcus coralloides,62
Isoptericola variabilis,31
Citrobacter sedlakii,25
Blautia coccoides,90
Staphylococcus capitis,128
Paenibacillus illinoisensis,40
Blastomonas natatoria,41
Kocuria rosea,141
Oxalobacter formigenes,21
Candidatus Megaira polyxenophila,31
Brachyspira corvi,120
Streptomyces bottropensis,26
Massilia eurypsychrophila,97
Candidatus Phytoplasma ulmi,25
Comamonas testosteroni,180
Bacillus aquimaris,238
Planomicrobium chinense,23
Treponema phagedenis subsp. vaccae,42
Helicobacter cinaedi,56
Staphylococcus equorum,182
Psychrobacter alimentarius,44
Alicyclobacillus acidoterrestris,144
Dietzia maris,95
Vibrio ponticus,27
Frateuria aurantia,24
Neisseria flavescens,57
Brevibacillus invocatus,24
Bacillus oceanisediminis,136
Pseudomonas helmanticensis,25
Bacillus hwajinpoensis,73
Mycoplasmoides pneumoniae,75
Haemophilus haemolyticus,155
Orientia tsutsugamushi,31
Streptococcus salivarius,198
Bacillus flexus,481
[Pasteurella] aerogenes,20
Helicobacter canadensis,28
Yersinia enterocolitica,316
Vibrio crassostreae,38
Mesorhizobium loti,124
Ensifer medicae,188
Helicobacter heilmannii,39
Vibrio mediterranei,132
[Clostridium] hylemonae,20
Paracoccus denitrificans,65
Bacillus stratosphericus,200
Methylorubrum thiocyanatum,20
Pseudomonas citronellolis,66
Salmonella enterica subsp. enterica serovar Anatum str.,78
Aurantimonas coralicida,22
Streptococcus iniae,87
Streptomyces variabilis,102
Bacillus canaveralius,21
'Catharanthus roseus' phytoplasma,20
Salinispora arenicola,102
Streptomyces pseudovenezuelae,26
Bacillus muralis,63
Candidatus Phytoplasma phoenicium,111
Staphylococcus saprophyticus,459
Cupriavidus necator,60
Prevotella bivia,42
Hormoscilla spongeliae,21
Pseudomonas koreensis,236
Streptomyces cavourensis,43
Oceanobacillus oncorhynchi,32
Escherichia coli str. K-12 substr. MG1655,87
Nocardia abscessus,27
Pseudarthrobacter phenanthrenivorans,52
Planomicrobium okeanokoites,78
Planococcus rifietoensis,51
Stenotrophomonas chelatiphaga,24
Campylobacter upsaliensis,23
Polynucleobacter cosmopolitanus,215
Acinetobacter guillouiae,83
Brachyspira pilosicoli,59
Streptomyces turgidiscabies,58
Aerococcus viridans,93
[Ruminococcus] gnavus,30
Citrobacter amalonaticus,67
Acetobacter indonesiensis,41
Paraburkholderia tropica,102
Bacillus horneckiae,39
Acinetobacter beijerinckii,26
Borrelia hispanica,26
Clostridium pasteurianum,33
Myxococcus stipitatus,35
Paenibacillus macerans,25
Kurthia gibsonii,55
Arthrobacter alpinus,44
Acinetobacter haemolyticus,107
Halomonas ventosae,50
Bartonella bacilliformis,48
Lactobacillus sanfranciscensis,38
Pseudomonas peli,60
Rhodococcus opacus,50
Aeromonas schubertii,37
Rhizobium etli,86
Cactus witches'-broom phytoplasma,32
Phaeobacter gallaeciensis,46
Campylobacter concisus,48
Escherichia coli O157:H7,145
Bacteroides thetaiotaomicron,81
Vibrio cyclitrophicus,92
Gilliamella apicola,127
Kitasatospora aureofaciens,47
Acinetobacter radioresistens,152
Francisella tularensis,170
Rhizorhapis suberifaciens (corky root of lettuce),41
Staphylococcus carnosus,93
Ochrobactrum anthropi,246
Bacillus circulans,184
Agarivorans albus,35
Pseudomonas syringae pv. actinidiae,139
Brevundimonas diminuta,189
Bacillus halodurans,111
Micromonospora coxensis,59
Staphylococcus gallinarum,53
Pseudoalteromonas ruthenica,30
Oceanobacillus profundus,37
Kosakonia sacchari,36
Paracoccus marcusii,52
Arthrobacter agilis,78
Streptococcus infantarius,50
Shigella flexneri 2a,31
Vibrio tubiashii,38
Yersinia ruckeri,132
Xanthomonas oryzae,66
Sugarcane grassy shoot phytoplasma,55
Rhizobium phaseoli,60
Escherichia coli O6:H16,28
Azospirillum thiophilum,21
Mesorhizobium amorphae,189
Aeromonas veronii bv. sobria,39
Pseudomonas oryzihabitans,126
Nocardia otitidiscaviarum,47
Vibrio chagasii,35
Marinobacter alkaliphilus,74
Paenibacillus cineris,28
Edwardsiella tarda,195
Saccharomonospora viridis,28
Planococcus donghaensis,28
Enterococcus mundtii,190
Bacillus halosaccharovorans,28
Lysinimonas sp. LM-2018,103
Tissierella praeacuta,27
Francisella philomiragia,47
Providencia alcalifaciens,62
Staphylococcus succinus,77
Coconut palm phytoplasma,24
Halobacillus dabanensis,61
Neisseria lactamica,35
Pseudomonas azotoformans,160
Ochrobactrum pseudintermedium,22
Streptomyces atratus,38
Streptomyces anulatus,86
[Clostridium] algidixylanolyticum,29
Treponema medium,30
Streptomyces spiroverticillatus,28
Burkholderia contaminans,45
Chlamydia pneumoniae,36
Granulibacter bethesdensis,25
Psychrobacter nivimaris,59
Wohlfahrtiimonas chitiniclastica,20
Pseudomonas savastanoi,24
Rheinheimera aquimaris,52
Pseudomonas graminis,89
Bdellovibrio bacteriovorus,24
Vibrio owensii,167
Proteus vulgaris,154
Streptomyces griseorubens,63
Brevundimonas vesicularis,70
Vibrio rotiferianus,94
Pseudomonas cichorii,69
Vibrio fortis,67
Butyrivibrio fibrisolvens,71
Psychrobacter celer,47
Gluconobacter japonicus,23
Streptomyces parvulus,43
Clostridium baratii,42
Bacteroides uniformis,52
Aliivibrio fischeri,120
Bacillus coagulans,186
Cranberry false blossom phytoplasma,29
Shigella boydii,217
Anoxybacillus flavithermus,73
Borreliella burgdorferi (Lyme disease spirochete),117
Bradyrhizobium liaoningense,52
Sesame phyllody phytoplasma,79
Bacillus fordii,21
Nocardia asteroides,64
Clostridium acetobutylicum,92
Bacillus indicus,71
Cellulomonas hominis,52
Streptomyces mutabilis,125
Serratia nematodiphila,102
Escherichia coli O157,21
Terrisporobacter glycolicus,24
Tasmanian Rickettsia-like organism,20
Candidatus Portiera aleyrodidarum,48
Rhizobium gallicum,44
Pediococcus parvulus,34
Clostridium butyricum,190
Acinetobacter baumannii Naval-18,41
Pseudomonas plecoglossicida,265
Jujube witches'-broom phytoplasma,70
Fictibacillus barbaricus,44
Acinetobacter bereziniae,30
Prevotella nanceiensis,23
Roseburia hominis,20
Bacillus zhangzhouensis,27
Burkholderia mallei,176
Paenarthrobacter nitroguajacolicus,108
Enterococcus raffinosus,25
Staphylococcus nepalensis,66
Xanthomonas perforans,53
Vibrio neptunius,29
Glutamicibacter nicotianae,87
Pseudomonas jessenii,77
Staphylococcus simulans,93
Xanthomonas citri pv. punicae,50
Acetobacter orientalis,56
Xanthomonas campestris,99
Alteromonas macleodii,163
Paenibacillus xylanexedens,61
Rhodopseudomonas palustris,121
[Clostridium] celerecrescens,34
Porphyromonas gingivalis,109
Rhizobium leguminosarum,557
Streptomyces griseoruber,27
Streptomyces flavovirens,75
Leuconostoc garlicum,75
Streptococcus sobrinus,75
Hafnia alvei,142
Aeromonas allosaccharophila,47
Bacillus niacini,95
Pseudoalteromonas atlantica,32
Alcanivorax dieselolei,68
Serratia proteamaculans,94
Cronobacter muytjensii,30
Clostridium argentinense,21
Polaromonas glacialis,36
Burkholderia gladioli,163
Ralstonia pickettii,113
Gluconobacter cerinus,31
Nocardia nova,98
Moraxella bovis,27
Amycolatopsis orientalis,22
Candidatus Liberibacter asiaticus,80
Achromobacter denitrificans,44
Rhodococcus koreensis,23
Neisseria mucosa,49
Eggerthella lenta,152
Streptomyces spororaveus,59
Xanthomonas citri,40
Streptomyces violaceoruber,37
Rothia mucilaginosa,60
Corallococcus exiguus,86
Streptococcus equi,295
Yersinia pseudotuberculosis,123
Candidatus Phytoplasma cynodontis,64
Acidaminococcus intestini,26
Lactobacillus delbrueckii,146
Brevibacillus borstelensis,132
Providencia vermicola,73
Lactobacillus kefiranofaciens,128
Anoxybacillus gonensis,29
Burkholderia stagnalis,71
Acinetobacter parvus,35
Bacillus bingmayongensis,38
Salmonella enterica subsp. enterica serovar Weltevreden,143
Treponema pallidum subsp. pallidum (syphilis treponeme),94
Streptomyces netropsis,39
Pseudomonas corrugata,54
Salmonella enterica subsp. enterica serovar Infantis,108
Listeria ivanovii,33
Bacillus foraminis,42
Streptomyces virginiae,39
Streptomyces hiroshimensis,39
Salmonella enterica subsp. enterica serovar Montevideo,33
Bacillus wiedmannii,98
Pasteurella multocida subsp. septica,61
Parageobacillus toebii,56
Alteromonas nigrifaciens,25
Bacteroides dorei,41
Rhodococcus ruber,121
Vibrio natriegens,103
Salmonella enterica subsp. enterica serovar Bovismorbificans,41
Leifsonia xyli,24
Halobacillus faecis,23
Staphylococcus condimenti,25
Vibrio fluvialis,120
Halomonas alkaliphila,49
Halomonas aquamarina,98
Candidatus Tremblaya princeps,45
Candidatus Curculioniphilus buchneri,56
Acetobacter pomorum,33
Weissella hellenica,54
Phaeobacter inhibens,126
Yersinia massiliensis,28
Photorhabdus laumondii,53
Gluconacetobacter liquefaciens,32
Pseudomonas chlororaphis,171
Pseudovibrio denitrificans,30
Klebsiella pneumoniae subsp. ozaenae,21
Erwinia billingiae,45
Leptospira borgpetersenii,37
Halomonas axialensis,46
Vibrio cholerae O1 biovar El Tor,29
Staphylococcus agnetis,27
Vibrio tapetis,62
Anaplasma capra,106
Serratia rubidaea,54
Yersinia frederiksenii,61
Campylobacter rectus,24
Halomonas hydrothermalis,20
Kocuria turfanensis,23
Psychrobacillus psychrodurans,68
Lactobacillus delbrueckii subsp. lactis DSM 20072,22
Aeromonas bestiarum,43
Salmonella enterica subsp. enterica serovar Hadar,37
Nitratireductor aquibiodomus,37
Streptomyces olivochromogenes,57
Pseudomonas viridiflava,117
Pseudoalteromonas tunicata,28
Enterobacter cancerogenus,131
Acinetobacter baumannii OIFC143,22
Brevundimonas aurantiaca,33
Streptococcus oralis,115
Arthrobacter crystallopoietes,44
Pseudomonas antarctica,49
Lactobacillus rossiae,56
Moritella viscosa,34
Bacillus krulwichiae,21
Weissella paramesenteroides,129
Tsukamurella tyrosinosolvens,67
