Classification Level,Count
Hirschia,545
Aliivibrio,487
Arsenophonus,355
Hyphomicrobium,975
Saccharomonospora,333
Candidatus Neoehrlichia,53
Loigolactobacillus,252
Nitrosospira,200
Photorhabdus,321
Alkanindiges,316
Prochlorothrix PCC-9006,16
Mannheimia,333
Tropheryma,45
Williamsia,239
Ezakiella,520
Terrimicrobium,88
Silicimonas,41
Roseinatronobacter,32
Anabaena PCC-7122,81
Aeromicrobium,265
GKS98 freshwater group,214
Geobacter,401
Rickettsia,631
Anaerovibrio,229
Erwinia,880
Sedimenticola,184
Aestuariimicrobium,61
Marinimicrobium,63
Viridibacillus,71
CL500-3,88
Shuttleworthia,275
Thioalkalivibrio,138
Simonsiella,131
Candidatus Microthrix,901
Brochothrix,283
Phycisphaera,126
Sulfuricurvum,448
Xenorhabdus,445
Jonesia,38
Cycloclasticus,200
Candidatus Paracaedibacter,66
Paucibacter,216
Dokdonella,271
Caenimonas,148
Candidatus Symbiobacter,105
Plantibacter,111
Methylorosula,80
Actinocorallia,127
Z-35,72
Succinivibrio,776
Gallionella,311
Tepidimicrobium,178
DSSD61,30
GOUTA6,102
Empedobacter,130
Reyranella,517
Granulicella,403
Termite planctomycete cluster,78
Belnapia,41
[Clostridium] innocuum group,389
Cocleimonas,111
Bdellovibrio,473
Flexistipes,27
Azospirillum,669
Thiohalocapsa,631
Candidatus Blochmannia,125
Oceanimonas,65
Terracidiphilus,22
Ureibacillus,193
Acidothermus,154
Oceanivirga,396
Algimonas,24
Chelatococcus,79
Prosthecochloris,170
Meiothermus,472
Breoghania,10
Desulfohalotomaculum,115
Occallatibacter,250
JCM 18997,12
Kordiimonas,166
Stenotrophobacter,224
Ursidibacter,15
Olivibacter,71
GWE2-42-42,94
UCG-009,190
Mizugakiibacter,12
Thermincola,321
Cellulosimicrobium,384
Spirosoma,213
Halorhodospira,131
Lelliottia,187
[Anaerorhabdus] furcosa group,86
Butyricicoccus,557
Mariprofundus,217
HT002,23
Candidatus Marispirochaeta,204
Macrococcus,460
Candidatus Thiobios,85
Halovibrio,31
Candidatus Berkiella,72
Trueperella,206
Paucilactobacillus,79
Magnetovibrio,78
Atopostipes,230
Thermovirga,161
Pseudofulvimonas,43
Candidatus Glomeribacter,23
Guyparkeria,126
Candidatus Puniceispirillum,47
Flavimaricola,21
Fonticella,104
Candidatus Arthromitus,129
Aestuariicoccus,35
Crocinitomix,183
Pontibacillus,147
Quinella,68
Sulfurifustis,211
Oceanospirillum,31
Rufibacter,39
Candidatus Koribacter,187
Dethiosulfatibacter,101
Dysgonomonas,345
Acetitomaculum,363
Defluviimonas,162
Pseudoxanthomonas,794
RBG-16-49-21,666
Ascidiaceihabitans,328
Desulfurella,41
Gelidibacter,31
Candidatus Magnetananas,19
GWE2-31-10,105
Thermoanaerobacter,468
Pusillimonas,191
Candidatus Azobacteroides,38
Alicycliphilus,108
Tropicimonas,267
Spiribacter,86
Candidatus Sulcia,449
[Agitococcus] lubricus group,232
CI75cm.2.12,19
Schizothrix LEGE 07164,11
Lentibacter,95
Conexibacter,220
Nitrincola,67
Brachymonas,390
Desulfobulbus,392
Haloimpatiens,51
Siccibacter,220
Terrimonas,449
Solirubrobacter,365
Pseudokineococcus,12
Streptobacillus,240
OLB13,28
Thalassobacillus,105
Peptostreptococcus,500
Syner-01,76
V38,42
Alkaliflexus,77
Croceibacter,60
Desulfofustis,153
Caloramator,173
UCG-003,360
Oceanobacillus,800
Tepidamorphus,25
BSV13,110
Tetragenococcus,220
Quadrisphaera,99
Advenella,131
Fusibacter,999
Marine Methylotrophic Group 3,56
Desulfitibacter,65
Aridibacter,32
Prochloron P1-Palau,51
Lacinutrix,89
Litorimicrobium,30
Candidatus Cryptoprodotis,10
Acidicaldus,56
Candidatus Nucleicultrix,27
Aquisalimonas,25
M2PT2-76 termite group,19
Bartonella,971
Vicingus,135
Anaerostignum,83
Saccharothrix,145
Candidatus Udaeobacter,558
Saccharopolyspora,283
Jeotgalicoccus,669
Caldimonas,42
Enhygromyxa,23
Marivivens,70
Stella,108
Sulfobacillus,218
Friedmanniella,220
Chlorobium,221
Dinghuibacter,127
Milano-WF1B-03,130
Methylomonas,204
Aliidiomarina,128
Catellatospora,21
Ramlibacter,388
Fimbriiglobus,107
Desulfoplanes,131
Gemmata,255
Sorangium,250
UTCFX1,81
Skermanella,160
Candidatus Puchtella,10
Castellaniella,301
Maribacter,386
Weeksella,75
Zeaxanthinibacter,67
Luteitalea,84
Rivibacter,23
Aciditerrimonas,23
Acetivibrio,81
Spirulina CCC Snake P-Y-85,103
Limibacillus,19
Tatumella,297
Ellin6067,472
Laribacter,139
Rubinisphaera,80
Borreliella,480
Rhodoplanes,250
Salinimicrobium,163
Segetibacter,209
Desulfofarcimen,272
[Mycoplasma] group,181
Arenimonas,448
Altererythrobacter,628
Robinsoniella,54
Planktothrix NIVA-CYA 15,359
p-1088-a5 gut group,72
Aurantisolimonas,98
Clostridium sensu stricto 10,86
Amycolatopsis,685
F0058,176
Scardovia,73
Rhodomicrobium,134
Roseibacillus,195
Intestinimonas,88
Anseongella,84
Piscirickettsia,254
Conchiformibius,259
Nitrolancea,31
Candidatus Chlorothrix,495
Prauserella,57
Sphingorhabdus,458
Pelosinus,253
Echinicola,24
Fibrobacter,443
Porticoccus,118
Ideonella,219
Desulfofundulus,55
Melioribacter,30
Alkalispirochaeta,222
Acaryochloris MBIC11017,20
Gluconobacter,330
Orientia,52
Hassallia,222
Lachnospiraceae AC2044 group,323
Mesoplasma,90
Trichormus HINDAK 2001-4,23
Candidatus Limnoluna,115
Flavihumibacter,67
Thioflexothrix,16
Marinovum,47
Commensalibacter,144
Harryflintia,29
Azoarcus,299
Candidatus Aquiluna,465
Mitsuokella,210
Thiogranum,146
Anaerocolumna,100
F0332,287
1174-901-12,125
Desmospora,20
Effusibacillus,94
Blastopirellula,614
Rhodovastum,67
Phocea,18
Prevotellaceae UCG-003,287
Methylotenera,452
Immundisolibacter,260
Actinomadura,778
Xylanimicrobium,12
Agrococcus,356
Paludibacter,355
Pasteuria,50
Desulfatibacillum,28
Xylophilus,217
Rhodothermus,61
Williamwhitmania,11
Bibersteinia,53
Fluviicoccus,24
Nakamurella,209
Prevotellaceae Ga6A1 group,66
Mageeibacillus,65
Halospirulina CCC Baja-95 Cl.2,35
Donghicola,71
IMCC26134,60
Rhodocyclus,17
Marichromatium,79
Caldithrix,32
Gluconacetobacter,194
Proteiniclasticum,185
Ehrlichia,209
Turicibacter,776
Clostridium sensu stricto 8,87
Thiovulum,48
Profundimonas,100
Fuerstia,41
Iodidimonas,33
Anaerobiospirillum,73
Rathayibacter,120
Gemmobacter,164
UBA1819,255
Stigonema SAG 48.90,127
Anaerolinea,161
Aurantivirga,49
Candidatus Amoebophilus,234
Agreia,46
SH-PL14,181
Sulfurospirillum,408
Yangia,47
Winogradskyella,267
Halioglobus,279
Nitrospina,407
Roseobacter,76
Corallococcus,240
Actinokineospora,44
Moorella,90
Pseudohaliea,316
Pedomicrobium,404
Gillisia,142
Desulfuromusa,84
Caedibacter,27
Faecalitalea,241
Subgroup 23,416
Murdochiella,190
Domibacillus,113
Ulvibacter,191
Glycomyces,193
Desulfosporosinus,416
Sinomonas,117
Aeribacillus,225
Shimwellia,218
Holdemania,45
Vogesella,139
Histophilus,168
Microbispora,233
Beggiatoa,110
Lachnospiraceae UCG-003,120
Propionicimonas,49
Desulfatitalea,36
Sneathiella,66
Blvii28 wastewater-sludge group,132
HN-HF0106,144
Anaerovorax,325
Microlunatus,143
Parapedobacter,148
Adhaeribacter,187
Tepidimonas,120
Thalassobius,93
Marine Methylotrophic Group 2,101
Erysipelothrix,431
Blastomonas,225
Chitinimonas,69
Hydrogenophilus,72
Intrasporangium,37
Pseudohalocynthiibacter,13
Thiohalorhabdus,57
Lachnospiraceae UCG-008,766
Syntrophobacter,159
Defluviitalea,54
Tabrizicola,145
Negativicoccus,94
Methylosinus,92
Cohnella,246
Ruminobacter,150
Syntrophomonas,259
Pleomorphomonas,72
LB3-76,16
DTU089,42
Caldicoprobacter,220
Oligoflexus,44
Sporolactobacillus,208
Desulfuromonas,227
Anaerosporomusa,21
Acidibacillus,49
Bombella,51
Thermoanaerobaculum,41
Anaeroplasma,138
C1-B045,379
Tychonema CCAP 1459-11B,361
Halobacteriovorax,365
Nonlabens,153
Desulfobacter,307
Zunongwangia,112
Pseudoglutamicibacter,43
Clostridium sensu stricto 4,25
Candidatus Brocadia,152
Candidatus Obscuribacter,43
Moorea,85
Euzebyella,27
Enterorhabdus,261
Candidatus Protochlamydia,70
Anaerosinus,19
Scytonema VB-61278,52
Anaerobacillus,85
Muribaculum,131
Salimicrobium,82
Glaciecola,178
Longispora,50
Brenneria,169
Thioclava,104
Brevinema,26
Candidatus Cardinium,204
Sporacetigenium,21
Kitasatospora,507
possible genus 04,61
Thermosinus,38
Symplocastrum CPER-KK1,13
Rubrivirga,18
Kurthia,222
Planctomicrobium,133
Fluviicola,574
Piscinibacter,75
Thermaerobacter,18
Defluviicoccus,120
Methyloprofundus,108
Franconibacter,56
Dethiosulfovibrio,38
Shinella,323
DSSF69,27
OLB17,51
SH3-11,62
Acetatifactor,34
Senegalimassilia,114
Serinicoccus,44
Actimicrobium,39
Timonella,93
Afifella,61
Rummeliibacillus,132
Actibacter,28
Thiofaba,45
Shimia,123
Lactovum,24
Catalinimonas,80
Thioalkalispira-Sulfurivermis,100
Carboxylicivirga,116
Thermostaphylospora,17
Thermogemmatispora,22
Scytonema PCC-7110,35
Butyricimonas,207
Halarcobacter,278
Desulfurivibrio,98
Cellvibrio,349
Lachnospiraceae UCG-002,36
Eisenbergiella,250
Coprobacter,195
Pseudorhodobacter,177
Nitratireductor,477
Veillonellaceae UCG-001,75
Cedecea,139
IheB2-23,26
Rubellimicrobium,166
LCP-80,235
Candidatus Alysiosphaera,74
Cellulosilyticum,80
Kinneretia,33
Clostridium sensu stricto 5,115
Candidatus Endoecteinascidia,34
Endomicrobium,354
Gordonibacter,84
Gaiella,385
SWB02,169
Dehalococcoides,251
Aurantimonas,108
Acrophormium PCC-7375,31
MAT-CR-P4-C12,12
Thermodesulfovibrio,114
Papillibacter,139
Auricoccus-Abyssicoccus,107
Hoeflea,83
Methylophaga,455
Tistrella,72
C39,273
Propionivibrio,186
Thermocrinis,121
Ornithinimicrobium,120
Aestuariicella,28
Robiginitomaculum,32
Coraliomargarita,87
Rhodoluna,84
Pseudorhodoferax,84
Dapisostemonum CCIBt 3536,13
Mesotoga,143
Aquimarina,124
Aquamicrobium,144
Negativibacillus,211
Candidatus Desulforudis,68
Riemerella,222
Qipengyuania,57
Fictibacillus,521
Macellibacteroides,225
FD2005,57
Taylorella,124
Flectobacillus,51
Natranaerobius,27
Jeotgalibaca,344
Tumebacillus,379
DNF00809,28
Candidatus Hepatoplasma,241
Candidatus Saccharimonas,230
Alkalimarinus,30
Olsenella,351
Novibacillus,60
Taibaiella,201
Lachnospiraceae UCG-006,445
Candidatus Vestibaculum,56
Alloscardovia,100
Salinisphaera,71
Edaphobaculum,318
EBM-39,28
Peptoanaerobacter,15
Amphibacillus,51
Frischella,38
Thioflavicoccus,14
Pontibacter,267
Desulfurispora,161
Leminorella,48
Tropicibacter,80
Facklamia,282
Lentibacillus,53
Niabella,181
Gramella,129
Luteococcus,23
Calothrix PCC-6303,165
Methylobacter,179
Candidatus Chloroploca,21
Granulosicoccus,121
Calditerricola,17
Neomegalonema,24
Moheibacter,121
Calorithrix,29
Sediminimonas,39
Phaseolibacter,21
9M32,134
Marinospirillum,38
Algibacter,74
Mobiluncus,104
Phormidesmis ANT.LACV5.1,54
G12-WMSP1,30
Thiomonas,369
Peredibacter,211
Xanthomarina,18
Oceanithermus,14
Lactonifactor,16
Wohlfahrtiimonas,35
Petrimonas,143
Vitreoscilla,42
Anaerosalibacter,38
Bauldia,163
Candidatus Soleaferrea,237
Dethiobacter,84
Sphingosinicella,52
Paraeggerthella,23
Candidatus Stoquefichus,147
Oceanobacter,41
Aquimonas,57
Desulfatirhabdium,78
Methylococcus,52
Beijerinckia,35
Candidatus Hydrogenedens,10
Ottowia,285
Trichloromonas,26
Propioniciclava,106
Magnetospirillum,121
Gibbsiella,28
Thiomicrospira,88
Rubripirellula,114
Dissulfurimicrobium,24
Aquaspirillum,23
Filifactor,72
Thermobacillus,60
Phaselicystis,153
Marivita,125
Dactylococcopsis PCC-8305,550
Pigmentiphaga,86
Moryella,170
ZOR0006,78
Umezawaea,12
Kibdelosporangium,43
Pelagibius,97
Acidithrix,37
