Classification Level,Count
Chlamydia muridarum str. Nigg,26
Geobacillus stearothermophilus,231
Bacillus cohnii,60
Rhizobium leguminosarum bv. viciae,129
Bacteroides clarus,10
Thermus thermophilus,28
Bradyrhizobium yuanmingense,184
[Pantoea] cedenensis,20
Microcystis aeruginosa,63
Proteus mirabilis,540
Bacillus halotolerans,379
Capnocytophaga canimorsus,64
Bacillus pseudofirmus,29
Marinomonas communis,11
Burkholderia plantarii,31
Helcococcus ovis,25
Vibrio diazotrophicus,16
Providencia vermicola,73
Bacillus wiedmannii,98
Listeria ivanovii subsp. ivanovii PAM 55,11
Arthrobacter pascens,91
Burkholderia cepacia ATCC 25416,19
Xanthomonas albilineans,76
Ruminococcus flavefaciens,50
Bacillus firmus,468
Rheinheimera aquimaris,52
Bacillus coagulans,186
Photorhabdus kayaii,12
Chlamydia muridarum,26
Actinomyces naeslundii,51
Gluconobacter frateurii,77
Streptomyces ipomoeae,17
Lachnospira pectinoschiza,17
Streptomyces anulatus,86
Lactobacillus pentosus,352
Glutamicibacter nicotianae,87
Bradyrhizobium canariense,56
Xanthomonas citri pv. citri,115
Isoptericola variabilis,31
Acidithiobacillus ferrooxidans,250
Nicoletella semolina,72
Kocuria polaris,29
Psychrobacter pacificensis,49
Rhodobacter sphaeroides,106
Xenorhabdus bovienii,90
Dickeya dadantii,44
Bacillus haikouensis,10
Halomonas aquamarina,98
Candidatus Liberibacter asiaticus,80
Bacillus sp. 1NLA3E,13
Anaerotruncus colihominis,16
Serratia symbiotica,192
Brevibacillus brevis,254
Arthrobacter citreus,17
Amycolatopsis thermalba,14
Blautia coccoides,90
Natronobacillus azotifigens,11
Xanthomonas oryzae pv. oryzae,240
Burkholderia cenocepacia,486
Lactobacillus delbrueckii subsp. bulgaricus,641
Bacillus atrophaeus,305
Streptomyces bottropensis,26
Anaplasma bovis,90
Lysinibacillus sphaericus,468
Pantoea anthophila,17
Vibrio vulnificus,240
Streptomyces ambofaciens,47
Leucobacter komagatae,25
Roseburia intestinalis,16
Achromobacter piechaudii,28
Candidatus Pseudomonas adelgestsugas,24
Gilliamella apicola,127
Komagataeibacter intermedius,53
Campylobacter fetus subsp. testudinum,31
Prevotella denticola,33
Ochrobactrum grignonense,14
Pannonibacter phragmitetus,43
Corallococcus coralloides,62
Salmonella enterica subsp. enterica serovar Bovismorbificans,41
Bacillus safensis,766
Pelosinus sp. UFO1,17
Shewanella sp. MR-7,10
Pasteurella multocida,426
Bacillus indicus,71
Amycolatopsis regifaucium,11
Tsukamurella tyrosinosolvens,67
Aeromonas veronii AER39,11
Ochrobactrum haematophilum,17
Pseudomonas balearica,36
Lactobacillus paraplantarum,120
Streptococcus equi,295
Paraburkholderia tropica,102
Pantoea dispersa,209
Asaia bogorensis,91
Moritella viscosa,34
Neisseria subflava,56
Luteimonas aestuarii,10
Acinetobacter baumannii TG27411,11
Candidatus Regiella insecticola,36
Aeromonas jandaei,85
Collinsella aerofaciens,256
Kocuria turfanensis,23
Pseudomonas koreensis,236
Clostridium perfringens CPE str. F4969,13
Polynucleobacter asymbioticus,300
Variovorax paradoxus,172
Oerskovia paurometabola,13
Porphyromonas levii,410
Vibrio scophthalmi,80
Burkholderia cepacia,452
Pseudoalteromonas marina,37
Thiothrix sp. ectosymbiont of Niphargus ictus,28
Salmonella enterica subsp. enterica serovar Gallinarum,12
Enterobacter hormaechei subsp. oharae,87
Bacillus sp. FJAT-21351,13
Pseudomonas moraviensis,56
Leuconostoc lactis,480
Weissella cibaria,292
Yersinia enterocolitica,316
Clostridium sp. MF28,19
Streptomyces fradiae,89
Actinomadura bangladeshensis,13
Pasteurella bettyae,10
Planomicrobium okeanokoites,78
Cenchrus americanus,17
Rhizobium leguminosarum,557
Bacillus gibsonii,50
Ferrimonas balearica,20
Pseudomonas nitroreducens,103
Citrobacter koseri,130
Oenococcus oeni,171
Streptomyces microflavus,154
Acinetobacter baumannii Naval-17,40
Lactobacillus parafarraginis,40
Komagataeibacter hansenii,97
Burkholderia territorii,47
Streptococcus sanguinis,109
Brachyspira murdochii,18
Ehrlichia chaffeensis,14
Paenarthrobacter nitroguajacolicus,108
Bradyrhizobium elkanii,260
Hyphomonas jannaschiana,11
Bacillus filamentosus,33
Vibrio natriegens,103
Bacteroides luti,17
Acidovorax delafieldii,41
Bacillus subtilis subsp. inaquosorum,158
Alteromonas australica,14
Candidatus Thiomargarita nelsonii,42
Staphylococcus carnosus,93
Achromobacter xylosoxidans,392
Pantoea ananatis,307
Xanthomonas campestris pv. campestris,41
Fibrobacter succinogenes,57
Paenibacillus lautus,112
Rhodococcus hoagii,145
Paeniglutamicibacter sulfureus,25
Acetobacter orleanensis,14
Staphylococcus equorum,182
Collimonas pratensis,21
Deinococcus geothermalis,10
Faecalicatena orotica,21
Treponema phagedenis,53
Pantoea stewartii,70
Serratia liquefaciens,163
Fructobacillus fructosus,68
Lactobacillus coryniformis,99
Pseudomonas baetica,66
Streptococcus gallolyticus,215
Staphylococcus warneri,357
Virgibacillus pantothenticus,30
Colwellia rossensis,10
Nocardia cyriacigeorgica,164
Nitratireductor aquibiodomus,37
[Clostridium] colinum,11
Burkholderia stagnalis,71
Enterococcus hirae ATCC 9790,13
Agathobaculum desmolans,14
Lactobacillus crustorum,35
Raoultella ornithinolytica,235
Streptomyces albidoflavus,222
Streptomyces badius,26
Bowdeniella nasicola,13
Staphylococcus sciuri,288
Micromonospora chersina,23
Dietzia natronolimnaea,40
Arthrobacter flavus,26
Acinetobacter johnsonii,297
Candidatus Baumannia cicadellinicola,30
Streptococcus iniae,87
Bdellovibrio bacteriovorus,24
Pseudomonas anguilliseptica,36
Francisella philomiragia,47
Flavonifractor plautii,60
Shewanella hafniensis,14
Bacillus thuringiensis serovar galleriae,17
Tetragenococcus muriaticus,18
Ensifer fredii,141
Rhizobium etli,86
Micrococcus antarcticus,19
Clostridium butyricum 5521,13
Bacillus butanolivorans,16
Yangia pacifica,13
Ralstonia pickettii,113
Pseudomonas grimontii,57
Yersinia frederiksenii,61
Acetobacter pasteurianus,238
Pseudomonas mandelii,167
Halomonas titanicae,81
Streptomyces atratus,38
Alcaligenes faecalis,450
Enterobacter kobei,82
Brachyspira canis,22
Neisseria perflava,20
Lactococcus garvieae,479
Streptomyces venezuelae,46
[Clostridium] innocuum,36
Enterococcus hirae,450
Bacillus altitudinis,554
Providencia rustigianii,23
Vibrio atlanticus,41
Xanthomonas citri pv. punicae,50
Actinobacillus porcitonsillarum,20
Klebsiella quasipneumoniae,76
Yersinia pestis CO92,12
Listeria innocua,106
Vibrio proteolyticus,26
Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,24
Clavibacter nebraskensis,18
Aerococcus urinaeequi,48
Aneurinibacillus migulanus,36
Streptomyces polychromogenes,18
Mycoplasmopsis agalactiae,32
Acinetobacter baumannii 1426993,11
Serratia marcescens,1314
Paenibacillus taichungensis,66
Streptomyces enissocaesilis,41
Brevundimonas vesicularis,70
Enterobacter hormaechei,309
Amycolatopsis orientalis,22
Sphingomonas sanguinis,39
Bacillus intestinalis,19
Ornithinibacillus bavariensis,15
Ruminococcus lactaris,14
Brevibacillus laterosporus,172
Pseudomonas syringae,204
Nitratireductor kimnyeongensis,37
Bacillus sp. FJAT-21352,15
Streptococcus infantarius,50
Helicobacter bilis,39
Streptococcus parasanguinis,84
Melissococcus plutonius,54
Peptostreptococcus russellii,12
Fictibacillus barbaricus,44
Prevotella nigrescens,32
Bacteroides dorei,41
Acinetobacter lwoffii,321
Mesorhizobium amorphae,189
Christensenella minuta,19
Azospirillum sp. TSH58,10
Sphingomonas echinoides,26
Streptomyces collinus,23
Novosphingobium aromaticivorans,27
Xanthomonas axonopodis,54
Herbaspirillum huttiense,43
Comamonas testosteroni,180
Candidatus Similichlamydia labri,12
Nocardia vulneris,10
Stenotrophomonas pavanii,22
Tasmanian Rickettsia-like organism,20
Lactobacillus kefiranofaciens,128
Actinobacillus minor,28
Cronobacter dublinensis subsp. lausannensis LMG 23824,14
Pseudomonas viridiflava,117
Acinetobacter radioresistens,152
Selenomonas sputigena,17
Acinetobacter variabilis,14
Streptomyces prasinopilosus,14
Leifsonia xyli,24
Lactobacillus namurensis,11
Treponema medium,30
Myroides odoratimimus,72
Pseudoclavibacter bifida,12
Megasphaera elsdenii DSM 20460,14
Paenibacillus sp. FSL R7-0331,10
Kluyvera ascorbata,43
Weissella confusa,339
Pseudoalteromonas lipolytica,78
Streptococcus oralis,115
Pseudomonas kunmingensis,17
Streptomyces kanamyceticus,15
Microvirgula aerodenitrificans,24
Shigella flexneri 2930-71,12
Xanthobacter autotrophicus,18
Bacillus sp. JS,10
Vibrio ichthyoenteri,40
Salmonella enterica subsp. enterica serovar Schwarzengrund,33
Micromonospora inositola,12
Salmonella enterica subsp. enterica serovar Anatum str.,78
Streptomyces flaveus,16
Sphingomonas panni,18
Bacillus aquimaris,238
Bacillus thuringiensis serovar israelensis,24
Candidatus Phytoplasma trifolii,77
Paucibacter toxinivorans,34
Bergeyella zoohelcum,12
Candidatus Phytoplasma solani,111
Bacillus gaemokensis,25
Pseudomonas protegens,168
Bacillus simplex,462
Acetobacter cibinongensis,21
Pseudoxanthomonas japonensis,11
Polygonibacillus indicireducens,13
Micrococcus yunnanensis,154
Vibrio neptunius,29
Cellulosimicrobium cellulans,105
Psychrobacter pulmonis,58
Brevundimonas mediterranea,24
Clostridium magnum DSM 2767,27
Bacillus aerophilus,184
Paraburkholderia xenovorans,13
[Pseudomonas] hibiscicola,57
Candidatus Phytoplasma vitis,14
Borrelia garinii,57
Idiomarina seosinensis,15
Leptospira interrogans serovar Copenhageni,10
Acinetobacter baumannii Canada BC-5,41
Piscirickettsia salmonis,208
Bacillus subtilis PY79,10
Pseudomonas alkylphenolica,13
Halobacillus trueperi,102
Shigella flexneri VA-6,11
Enterococcus mundtii,190
Tenacibaculum lutimaris,12
Brachyspira corvi,120
Pedobacter cryoconitis,10
Ochrobactrum pituitosum,13
Streptomyces pactum,53
Pseudomonas sabulinigri,60
Streptomyces cacaoi,18
Lactococcus raffinolactis,55
Staphylococcus cohnii,170
Paenibacillus amylolyticus,98
Anaplasma centrale,24
Borrelia hermsii,86
Nocardia salmonicida subsp. cummidelens,26
Streptomyces variabilis,102
Lactobacillus agilis,44
Herbaspirillum seropedicae,48
Mycoplasmopsis synoviae,29
Paraburkholderia graminis,22
Vibrio azureus,94
Acetobacter ghanensis,31
Streptomyces fulvissimus,14
Bacillus anthracis str. 3154,11
Lactobacillus acidophilus,164
Prevotella heparinolytica,30
Alloprevotella tannerae,18
Dolichospermum circinale,23
Paenibacillus cookii,18
Rothia mucilaginosa,60
Rickettsia conorii,12
Prevotella micans,12
Escherichia coli DEC1A,13
Streptomyces griseochromogenes,10
Empedobacter falsenii genomovar 2,12
Salmonella enterica subsp. enterica serovar Senftenberg,59
Aeromonas salmonicida,248
Mannheimia haemolytica,123
Aliivibrio fischeri,120
Aeromonas eucrenophila,10
Pseudomonas tolaasii,115
Prevotella baroniae,11
Acinetobacter calcoaceticus,445
Micromonospora chalcea,17
Xenorhabdus poinarii,22
Microbulbifer maritimus,11
Tsukamurella pulmonis,41
Nostoc commune,18
Lactobacillus apis,10
Ralstonia solanacearum,666
Ralstonia pseudosolanacearum,19
Lactococcus lactis subsp. hordniae,18
Pseudomonas lurida,43
Amycolatopsis ruanii,14
Rhodococcus globerulus,19
Xanthobacter flavus,14
Robinsoniella peoriensis,19
Prevotella histicola,16
Enterococcus faecalis ATCC 29212,11
Candidatus Trichorickettsia mobilis,10
Shewanella japonica,16
Brevibacillus parabrevis,89
Enterobacter tabaci,17
Streptococcus gordonii,82
Escherichia coli DEC13D,10
Pseudomonas guariconensis,16
Klebsiella variicola,305
Rahnella aquatilis CIP 78.65 = ATCC 33071,10
Phaeobacter gallaeciensis,46
'Homalodisca Liturata' phytoplasma,15
Methylorubrum extorquens,59
Vibrio campbellii,227
Alicyclobacillus herbarius,27
Halomonas campisalis,27
Clostridium autoethanogenum DSM 10061,19
Rhodococcus erythropolis,307
Dickeya fangzhongdai,21
Shewanella putrefaciens,174
Streptomyces spororaveus,59
Bacillus idriensis,59
Bacillus cereus ATCC 4342,19
Geobacillus thermodenitrificans,230
Methylorubrum podarium,16
Vibrio tapetis,62
Pseudoalteromonas rubra,51
Planococcus plakortidis,21
Enterococcus casseliflavus,183
Helicobacter canadensis,28
Candidatus Phytoplasma ulmi,25
Herbaspirillum frisingense,19
Sugarcane white leaf phytoplasma,49
Paenibacillus lactis,34
Pseudomonas chlororaphis,171
Pseudomonas antarctica,49
Alcanivorax dieselolei,68
Staphylococcus pasteuri,222
Streptomyces aureus,56
Kocuria varians,15
Micrococcus aloeverae,41
Triticum aestivum (bread wheat),29
Pseudomonas syringae pv. maculicola,10
Enterobacter cancerogenus,131
Acinetobacter pittii,237
Bacillus horikoshii,99
Comamonas thiooxydans,10
Pseudomonas simiae,43
Rhodococcus ruber,121
Pseudomonas brassicacearum,145
Bacillus lentus,36
Borrelia crocidurae,55
Dyella japonica,22
Trabulsiella guamensis,12
Aeribacillus pallidus,101
Aeromonas sobria,234
Streptomyces cyaneofuscatus,38
Salinispora pacifica,55
Moraxella bovoculi,78
Streptomyces malaysiensis,29
Thermus aquaticus,13
Dialister propionicifaciens,13
Histophilus somni,116
Nocardia elegans,10
Streptomyces filamentosus,16
Mycoplasma amphoriforme,11
Psychrobacter cryohalolentis,49
Pseudescherichia vulneris,27
Nocardia asteroides,64
Streptococcus parauberis,69
Actinomyces radicidentis,20
Photorhabdus laumondii,53
Enterobacter hormaechei subsp. steigerwaltii,73
Massilia timonae,44
Candidatus Vidania fulgoroideae,12
Streptomyces albogriseolus,58
Desulfovibrio vulgaris,21
Sporolactobacillus terrae,10
Streptococcus dysgalactiae subsp. equisimilis,167
Paracoccus sanguinis,12
Opitutus terrae,12
Streptomyces griseorubiginosus,48
Mannheimia varigena,35
Lactococcus lactis subsp. cremoris,192
Acidithiobacillus thiooxidans,142
Staphylococcus haemolyticus,458
Brinjal little leaf phytoplasma,77
Tumebacillus avium,38
Shewanella baltica OS117,10
Streptomyces rameus,11
Aeromonas caviae,323
Paeniclostridium ghonii,17
Aeromonas schubertii,37
Halomonas meridiana,225
Micromonospora echinaurantiaca,13
Bacteroides fragilis,139
Riemerella anatipestifer,180
Salmonella enterica subsp. enterica serovar Mbandaka,37
Burkholderia metallica,26
Laribacter hongkongensis,120
Yersinia ruckeri,132
Pseudomonas veronii,184
Clavibacter michiganensis,176
Salmonella enterica subsp. enterica serovar Oranienburg,33
Listonella anguillarum,277
Oceanobacillus picturae,85
Schaalia odontolytica,26
Streptomyces pluripotens,15
Pseudomonas extremaustralis,60
Neisseria flavescens,57
Thermobifida alba,12
Bacillus pocheonensis,30
Burkholderia mallei,176
Paenibacillus macerans,25
Cycloclasticus pugetii,22
Oerskovia enterophila,12
Comamonas denitrificans,12
Cellulomonas flavigena,15
Staphylococcus lugdunensis,87
Ensifer adhaerens,171
Geobacillus genomosp. 3,10
Bacillus halosaccharovorans,28
Candidatus Ehrlichia sp. AG-2017,16
Pseudomonas mendocina,201
Salmonella enterica subsp. enterica serovar Pullorum,17
Pandoraea pnomenusa,41
Bacillus vietnamensis,84
Candidatus Piscichlamydia salmonis,10
Vibrio cyclitrophicus,92
Mesorhizobium metallidurans,22
Lactobacillus rossiae,56
Helicobacter cinaedi,56
Lancefieldella parvula,19
Acinetobacter junii,207
Shewanella algae,176
Vibrio chagasii,35
Sphingobium yanoikuyae,104
Yersinia pestis Angola,14
Moraxella lacunata,19
Aeromonas media,133
[Clostridium] leptum,145
Edwardsiella hoshinae,14
Nitrobacter winogradskyi,16
[Enterobacter] aerogenes,118
North American grapevine yellows phytoplasma,61
Pseudomonas peli,60
Nocardiopsis prasina,11
Vibrio fluvialis,120
Nodularia spumigena,29
Delftia acidovorans,102
Clostridium septicum,56
Trabulsiella odontotermitis,27
Tsukamurella pseudospumae,17
Halobacillus halophilus,18
Streptomyces cirratus,60
Porphyromonas gingivalis,109
Psychrobacter marincola,17
Rothia dentocariosa,38
Enterobacter hormaechei subsp. xiangfangensis,129
Laceyella sp. FBKL4.010,11
Escherichia fergusonii,144
Xanthomonas arboricola pv. pruni,26
Pasteurella multocida subsp. septica,61
Arthrobacter globiformis,96
Micromonospora saelicesensis,25
Lactobacillus amylovorus,70
Bacillus thuringiensis serovar morrisoni,30
Paenibacillus pabuli,66
Erysipelothrix rhusiopathiae,84
Clostridium botulinum NCTC 2916,16
Morganella psychrotolerans,18
Leuconostoc pseudomesenteroides,336
Bacillus aerius,149
Providencia rettgeri,136
Pseudomonas vancouverensis,28
Marinobacter hydrocarbonoclasticus,159
Pseudomonas azotoformans,160
Mycoplasma suis,13
Psychrobacter maritimus,27
Brevibacillus borstelensis,132
Granulibacter bethesdensis,25
Escherichia coli DEC10E,12
Methylorubrum thiocyanatum,20
Enhydrobacter aerosaccus,38
Porphyromonas asaccharolytica,14
Lactobacillus vaginalis,40
Escherichia coli O169:H41,14
Bacteroides thetaiotaomicron,81
'Catharanthus roseus' phytoplasma,20
Alistipes putredinis,11
Afifella marina,24
Tistrella mobilis,20
Idiomarina abyssalis,13
Tenacibaculum maritimum,26
Lactobacillus parabuchneri,101
Xylophilus ampelinus,13
Streptococcus canis,60
Chlamydia pneumoniae,36
Halothiobacillus neapolitanus,16
Aster yellows phytoplasma,105
Streptomyces niveus,31
Selenomonas noxia,14
Lactobacillus ingluviei,19
Streptomyces phaeochromogenes,98
Paracoccus denitrificans,65
Bacillus virus SPbeta,20
Bacillus glycinifermentans,26
Nonomuraea kuesteri,16
Lysinibacillus massiliensis,20
Planococcus maritimus,73
Bacillus clausii,169
Salmonella enterica subsp. enterica serovar Javiana,22
Alteromonas stellipolaris,29
Pseudomonas savastanoi pv. savastanoi,17
Streptococcus mutans,253
Klebsiella pneumoniae BIDMC 47,10
Bacillus pseudomycoides,199
Hungateiclostridium thermocellum,42
Taylorella asinigenitalis,58
Rhizobium lusitanum,21
Streptococcus lutetiensis,159
Lysinimonas sp. LM-2018,103
Veillonella atypica,18
Idiomarina fontislapidosi,65
Providencia stuartii,85
Pseudomonas parafulva,50
Serratia plymuthica,113
Bacillus coagulans DSM 1 = ATCC 7050,11
Arthrobacter sp. YC-RL1,10
Chlamydia psittaci,83
Candidatus Mycoplasma haemobos,19
Providencia alcalifaciens,62
Faecalicatena contorta,20
Streptomyces coeruleofuscus,17
Aeromonas sp. ASNIH5,10
Bacteroides ovatus,48
Anoxybacillus flavithermus,73
Candidatus Sulcia muelleri,390
Bacillus toyonensis,224
Burkholderia vietnamiensis,131
Paenibacillus peoriae,56
Pseudomonas thivervalensis,49
Desulfovibrio desulfuricans,45
Pseudomonas marginalis,47
Salmonella enterica subsp. enterica serovar Derby,40
Ochrobactrum anthropi,246
Mycoplasmoides gallisepticum,61
Idiomarina piscisalsi,13
Escherichia coli O157:H7,145
Methylosinus trichosporium,19
Bacillus halmapalus,43
Pseudomonas otitidis,71
Xanthomonas sacchari,30
Bacillus selenatarsenatis,15
Shewanella pealeana ATCC 700345,11
Paenibacillus mucilaginosus K02,14
Lysinibacillus fusiformis,497
Kosakonia cowanii,77
Wolbachia pipientis,28
Bacillus vallismortis,148
Plesiomonas shigelloides,95
Tetragenococcus halophilus,100
Acinetobacter baumannii 470922,13
Bacillus bataviensis,30
Leptospira interrogans,107
Delftia tsuruhatensis,107
Coprococcus eutactus,14
Paraburkholderia terricola,19
Rummeliibacillus stabekisii,37
Deefgea chitinilytica,10
Acinetobacter haemolyticus,107
Kluyvera cryocrescens,32
[Bacillus thuringiensis] serovar konkukian str. 97-27,14
Pseudomonas vranovensis,18
Stenotrophomonas nitritireducens,14
Lysinibacillus boronitolerans,17
[Ruminococcus] torques,19
Escherichia coli DEC14B,11
Streptomyces mutabilis,125
Leptospira weilii,13
Paenibacillus baekrokdamisoli,11
Wohlfahrtiimonas chitiniclastica,20
Pseudomonas plecoglossicida,265
Paenibacillus dendritiformis,45
Paenibacillus graminis,25
Streptomyces vinaceus,31
