Classification Level,Count
Streptomyces clavuligerus,27
Vibrio campbellii CAIM 519 = NBRC 15631,13
Aeromonas caviae,323
Leuconostoc mesenteroides,1170
Klebsiella aerogenes,301
Pseudomonas aeruginosa,4827
Bacillus thuringiensis,1590
Helicobacter pullorum,48
Serratia marcescens,1314
Candidatus Sulcia muelleri,390
Vibrio splendidus,182
Aggregatibacter actinomycetemcomitans,87
Hafnia alvei,142
Enterococcus faecium,3164
Enterobacter asburiae,359
Listeria monocytogenes,2756
Salmonella enterica subsp. enterica serovar Muenchen,47
Ralstonia solanacearum,666
Pseudomonas oryzihabitans,126
Isoptericola variabilis,31
Brevundimonas diminuta,189
Ensifer medicae,188
Bacillus safensis,766
Lactobacillus salivarius,403
Staphylococcus xylosus,155
Enterococcus casseliflavus,183
Dickeya chrysanthemi,167
Achromobacter xylosoxidans,392
Oxalobacter formigenes,21
Lactobacillus amylovorus,70
Streptomyces rochei,124
Pseudomonas koreensis,236
Pseudoalteromonas sp. 13-15,18
Vibrio sinaloensis,50
Streptomyces albidoflavus,222
Streptomyces malaysiensis,29
Vibrio harveyi,495
Bacillus aryabhattai,1030
[Clostridium] hiranonis,21
Salmonella enterica subsp. enterica serovar Weltevreden,143
Lactobacillus helveticus,1467
Enterococcus hirae,450
Mycoplasmoides pneumoniae,75
Vibrio vulnificus,240
Desulfovibrio dechloracetivorans,18
Pediococcus pentosaceus,640
Escherichia fergusonii,144
Staphylococcus haemolyticus,458
Staphylococcus fleurettii,10
Bacillus mycoides,498
Vibrio metoecus,13
Rickettsia japonica,73
Pseudoalteromonas luteoviolacea,76
Halobacillus dabanensis,61
Segniliparus rugosus,11
Oceanobacillus picturae,85
Staphylococcus hominis,327
Pseudomonas hunanensis,12
Hydrotalea flava,10
Streptococcus mutans,253
Comamonas testosteroni,180
Lactobacillus casei,992
Staphylococcus epidermidis,1086
Parageobacillus caldoxylosilyticus,37
Candidatus Rhizobium massiliae,26
Providencia stuartii,85
Enterococcus cecorum DSM 20682 = ATCC 43198,11
Acinetobacter baumannii AB5075,12
Lactobacillus johnsonii,181
Lactobacillus mucosae,91
Finegoldia magna,22
Jeotgalibacillus malaysiensis,10
Tsukamurella tyrosinosolvens,67
Gilliamella apicola,127
Bacillus sp. LM 4-2,10
Rhodococcus hoagii,145
Staphylococcus nepalensis,66
Planococcus sp. (in: Bacteria),44
Caballeronia sordidicola,27
Stenotrophomonas maltophilia,1515
Ensifer adhaerens,171
Lactobacillus acidophilus,164
Candidatus Phytoplasma asteris,21
Pseudomonas syringae,204
Psychrobacter psychrophilus,12
Streptococcus suis,1474
Scardovia wiggsiae,16
Brachyspira pilosicoli,59
Yersinia kristensenii,57
Legionella pneumophila,724
Bacillus halosaccharovorans,28
Erwinia amylovora,92
Burkholderia pyrrocinia,29
Candidatus Mycoplasma haemobos,19
Burkholderia multivorans,129
Lactobacillus reuteri,433
Ralstonia pickettii,113
Leuconostoc lactis,480
Fructobacillus fructosus,68
Psychrobacter faecalis,81
Halomonas meridiana,225
Lysinibacillus fusiformis,497
Streptomyces microflavus,154
Vibrio parahaemolyticus,1339
Proteus vulgaris,154
Pseudomonas jessenii,77
Neisseria perflava,20
Bacillus velezensis,1436
Bacillus aerius,149
Vibrio parahaemolyticus 10290,16
Hathewaya histolytica,10
Helicobacter cinaedi,56
Novosphingobium resinovorum,21
Lactobacillus parabrevis,27
Aster yellows phytoplasma,105
Serratia nematodiphila,102
Bacillus humi,36
Mycoplasma phocae,18
Streptomyces exfoliatus,49
Lactobacillus crustorum,35
Polynucleobacter asymbioticus,300
Dietzia maris,95
Paenibacillus xylanilyticus,34
Micrococcus luteus,451
Escherichia coli K-12,99
Lactobacillus delbrueckii,146
Campylobacter upsaliensis,23
Morganella morganii,258
Streptomyces malachitospinus,17
Brinjal little leaf phytoplasma,77
Bacillus altitudinis,554
Aeromonas schubertii,37
Aeromonas veronii,650
Metamycoplasma hominis,41
Pediococcus acidilactici,334
Planococcus salinarum,64
Mannheimia haemolytica,123
Haemophilus influenzae,1044
Pseudarthrobacter oxydans,211
Hungateiclostridium thermocellum,42
Candidatus Mycoplasma haemominutum,71
Salmonella enterica subsp. enterica serovar Tennessee,109
Streptococcus lutetiensis,159
Geobacillus sp. WCH70,15
Prevotella nanceiensis,23
Escherichia albertii,133
Elizabethkingia miricola,34
[Clostridium] bolteae,22
Lactobacillus amylolyticus,24
Pseudoglutamicibacter cumminsii,17
Candidatus Glomeribacter gigasporarum,19
Thalassospira tepidiphila,19
Bacillus megaterium QM B1551,12
Vibrio tapetis,62
Acinetobacter radioresistens WC-A-157,28
Dietzia cercidiphylli,19
Sphingopyxis macrogoltabida,21
Vibrio rotiferianus,94
Pseudomonas antarctica,49
Sporolactobacillus laevolacticus,24
Acinetobacter nosocomialis,68
Tetragenococcus koreensis,11
Acetobacter pasteurianus,238
Klebsiella variicola,305
Neorhizobium galegae,76
Streptomyces lienomycini,23
Bacillus kochii,72
Enterobacter ludwigii,352
Nocardiopsis alba,118
Burkholderia cenocepacia,486
Enterococcus malodoratus ATCC 43197,11
Brachymonas denitrificans,28
Desulfosporosinus youngiae DSM 17734,10
Bacillus timonensis,30
Candidatus Intestinusbacter nucleariae,20
Bacillus intestinalis,19
Asaia bogorensis,91
Shigella dysenteriae,213
Zobellella denitrificans,16
Lactobacillus rhamnosus GG,15
Staphylococcus warneri,357
Salmonella enterica subsp. enterica serovar Enteritidis,733
Streptomyces drozdowiczii,30
Staphylococcus pasteuri,222
Moritella yayanosii,17
Legionella longbeachae,11
Lysinibacillus sphaericus,468
Bacillus hwajinpoensis,73
Porphyromonas levii,410
Elizabethkingia anophelis,145
Aeromonas jandaei,85
Borrelia crocidurae,55
Nocardia seriolae,50
Streptomyces niveoruber,18
Capnocytophaga sputigena,27
Rhodococcus corynebacterioides,37
Streptococcus parasanguinis,84
Xanthobacter autotrophicus,18
Sodalis glossinidius str. 'morsitans',14
Helicobacter pylori,428
Acinetobacter lwoffii,321
Bacillus thuringiensis Bt18247,14
Streptomyces chrestomyceticus,13
Burkholderia mallei,176
Fictibacillus barbaricus,44
Bacillus sp. Y1,14
Pseudoalteromonas issachenkonii,29
Campylobacter fetus subsp. testudinum,31
Streptococcus anginosus,416
Shigella flexneri 2a str. 2457T,13
Nocardia otitidiscaviarum,47
Nocardia wallacei,19
Enterobacter tabaci,17
Yersinia pseudotuberculosis,123
Bacillus drentensis,96
Paenarthrobacter nicotinovorans,75
Polaromonas glacialis,36
Pseudomonas azotoformans,160
Rodentibacter heylii,61
synthetic construct,161
Solibacillus silvestris StLB046,12
Shigella flexneri,252
Micrococcus antarcticus,19
Streptococcus dysgalactiae,136
Salmonella enterica subsp. enterica serovar Heidelberg,237
Ensifer americanus,22
Aeribacillus pallidus,101
Streptomyces globosus,29
Salmonella enterica subsp. enterica serovar Anatum,49
Herbaspirillum huttiense,43
Clostridium butyricum,190
Shewanella xiamenensis,51
Staphylococcus sciuri,288
Bacillus krulwichiae,21
Nocardia asteroides,64
Terribacillus goriensis,19
Leuconostoc citreum,260
Nocardiopsis dassonvillei,139
[Clostridium] celerecrescens,34
Bacillus cereus G9842,13
Paeniclostridium sordellii,114
Lettuce yellows phytoplasma,10
Pedobacter steynii,17
Thalassospira permensis,15
Aerococcus sanguinicola,16
Campylobacter coli,938
Streptomyces europaeiscabiei,43
Lactobacillus curvatus,199
Lactobacillus pentosus,352
Bradyrhizobium elkanii,260
Ensifer fredii,141
Paenibacillus odorifer,69
Prevotella multiformis,12
Bacillus alcalophilus,31
Sphingomonas sanguinis,39
Bacillus cytotoxicus,151
Paenibacillus barengoltzii,35
Vibrio campbellii,227
Lactobacillus diolivorans,118
Salmonella enterica subsp. enterica serovar Dublin,97
Acidithiobacillus ferrooxidans,250
Burkholderia stagnalis,71
Geobacillus thermoleovorans,100
Rhodococcus erythropolis,307
Sphingopyxis chilensis,16
Alcanivorax dieselolei,68
Pseudarthrobacter siccitolerans,96
Paracoccus marinus,11
Salmonella enterica subsp. enterica serovar Paratyphi A,643
Chitinophaga polysaccharea,11
Hormoscilla spongeliae,21
Kitasatospora griseola,19
Anoxybacillus contaminans,11
Brochothrix thermosphacta,80
Ochrobactrum anthropi,246
Leucobacter aridicollis,15
Yersinia enterocolitica,316
Bacillus coagulans,186
Lactobacillus delbrueckii subsp. bulgaricus,641
Weissella cibaria,292
Salmonella enterica subsp. enterica serovar Anatum str.,78
Burkholderia cepacia ATCC 25416,19
Streptococcus equi,295
Yersinia pestis,144
Streptomyces canus,40
Brachyspira hyodysenteriae,66
Lactobacillus brevis,841
Pantoea ananatis,307
Raoultella ornithinolytica,235
Lactobacillus sakei,409
Paraburkholderia nodosa,110
Planktothrix rubescens,20
Saccharomonospora xinjiangensis,30
Trichococcus collinsii,16
Aeromonas media,133
Rhodopseudomonas palustris,121
Xenorhabdus nematophila,54
Paenibacillus sp. FSL R7-0273,11
Paenibacillus polymyxa,535
Bacillus indicus,71
Escherichia coli O104:H4 str. C227-11,22
Komagataeibacter intermedius,53
Roseburia intestinalis,16
Bacillus sp. FJAT-27238,15
Vibrio neocaledonicus,69
Vibrio owensii,167
Gordonia hydrophobica,12
Paraburkholderia diazotrophica,12
Akkermansia muciniphila,62
Skermanella aerolata,10
Bacillus siamensis,236
Mesomycoplasma flocculare,14
Acidithiobacillus thiooxidans,142
Lentzea aerocolonigenes,25
Shigella boydii 5216-82,12
Rhodococcus opacus,50
Anaplasma bovis,90
Pseudomonas monteilii,208
Staphylococcus gallinarum,53
Brevundimonas aurantiaca,33
Bradyrhizobium canariense,56
Pseudoalteromonas shioyasakiensis,72
Bhargavaea cecembensis,29
Clostridium saccharobutylicum DSM 13864,12
Bradyrhizobium japonicum,420
Acinetobacter junii,207
Rhodopirellula baltica,117
Leuconostoc inhae,18
Rhodococcus yunnanensis,18
Bordetella parapertussis,39
Komagataeibacter europaeus,60
Lactococcus lactis subsp. cremoris,192
Streptomyces albus,84
Thermoanaerobacter pseudethanolicus,16
Enterobacter hormaechei,309
Bacillus marisflavi,167
Halobacillus salinus,17
Clostridium botulinum,524
Enhydrobacter aerosaccus,38
Pseudomonas toyotomiensis,13
Clostridium diolis,10
Weissella thailandensis,21
Xanthomonas axonopodis,54
Streptococcus pseudoporcinus,39
Idiomarina zobellii,39
Legionella anisa,29
Candidatus Megaira polyxenophila,31
Coxiella burnetii,42
Enterococcus mundtii ATCC 882,13
Sorangium cellulosum,142
Mesorhizobium amorphae,189
Pseudomonas gessardii,123
Glutamicibacter protophormiae,35
Sphingobium yanoikuyae,104
Proteus mirabilis,540
Micromonospora narathiwatensis,13
Enterobacter hormaechei ATCC 49162,10
Pseudomonas flavescens,14
Paenibacillus lautus,112
Bacillus subtilis subsp. spizizenii,77
Paraburkholderia fungorum,87
Bacillus jeotgali,43
Staphylococcus aureus subsp. anaerobius,17
Salinispora arenicola,102
Pseudovibrio sp. FO-BEG1,27
Ruegeria atlantica,24
Jujube witches'-broom phytoplasma,70
Myroides sp. ZB35,10
Bacillus subtilis subsp. natto BEST195,10
Acinetobacter johnsonii,297
Bacillus subtilis subsp. subtilis str. 168,47
Bacillus toyonensis,224
Candidatus Phytoplasma trifolii,77
Acidovorax delafieldii,41
Achromobacter insolitus,37
Clostridium pasteurianum DSM 525 = ATCC 6013,42
[Clostridium] amygdalinum,12
Piscirickettsia salmonis,208
Brevibacillus parabrevis,89
Bacillus simplex,462
Tsukamurella pulmonis,41
Serratia proteamaculans,94
Psychrobacter glaciei,20
Enterococcus lactis,148
Xanthomonas euvesicatoria,128
Streptomyces tsukiyonensis,13
Pseudomonas extremaustralis,60
Bacillus megaterium Q3,14
Shewanella oneidensis,24
Acinetobacter radioresistens,152
Clostridium botulinum C str. Eklund,16
Xenorhabdus bovienii,90
Shigella boydii,217
Rothia dentocariosa,38
Candidatus Phytoplasma solani,111
Streptomyces coeruleofuscus,17
Staphylococcus simiae,10
Pseudomonas graminis,89
Yokenella regensburgei,41
Pseudomonas vancouverensis,28
Cronobacter dublinensis subsp. lausannensis LMG 23824,14
Burkholderia ubonensis,321
Bacillus sp. KW-12,17
Clostridium septicum,56
Bacillus flexus,481
Sagittula stellata,24
Kocuria rhizophila,100
Streptococcus equinus,216
Alloscardovia omnicolens,23
Chlamydia trachomatis,190
Ochrobactrum intermedium,170
Bacillus aerophilus,184
Streptomyces ipomoeae,17
Bacillus sp. 5B6,10
Bacillus subtilis subsp. inaquosorum,158
Acetobacter malorum,63
Rhodobacter blasticus,10
Pseudomonas indica,27
Clavibacter nebraskensis,18
Halomonas titanicae,81
Vibrio hepatarius,19
Xanthomonas oryzae pv. oryzae,240
[Pseudomonas] geniculata,140
Brevibacillus laterosporus,172
Gardnerella vaginalis,63
Candidatus Phytoplasma fragariae,35
Salmonella enterica subsp. enterica serovar Typhimurium str. DT104,361
Alteromonas macleodii,163
Bacteroides uniformis,52
Schaalia cardiffensis,11
Borrelia afzelii,31
Micromonospora haikouensis,12
Leptospira interrogans,107
Cronobacter malonaticus,72
Psychrobacter maritimus,27
Pseudomonas plecoglossicida,265
Bacillus subtilis BEST7003,10
Chlamydia psittaci,83
Mesomycoplasma ovipneumoniae,23
Pseudomonas fulva,145
Klebsiella quasipneumoniae subsp. similipneumoniae,79
Prevotella brevis,13
Fictibacillus macauensis,10
Lactobacillus pontis,26
Selenomonas infelix,10
Thermus aquaticus,13
Mycoplasma capricolum,17
Oceanobacillus oncorhynchi subsp. incaldanensis,26
Desulfovibrio desulfuricans,45
Bacteroides fragilis,139
Pseudomonas stutzeri,919
Candidatus Phytoplasma cynodontis,64
Micromonospora tulbaghiae,15
Streptomyces cirratus,60
Streptomyces lividans,34
Borreliella burgdorferi (Lyme disease spirochete),117
Pararhizobium giardinii,40
Paraburkholderia phytofirmans,24
Paenibacillus chitinolyticus,16
Rheinheimera aquimaris,52
Duganella zoogloeoides,12
Vibrio natriegens,103
Salmonella enterica subsp. enterica serovar Schwarzengrund,33
Clostridium beijerinckii,169
Shewanella psychrophila,10
Solibacillus silvestris,58
Lactobacillus parafarraginis,40
Lelliottia amnigena,79
Streptococcus uberis,223
Trabulsiella guamensis,12
endosymbiont of Ridgeia piscesae,23
Brucella melitensis,621
Serratia liquefaciens,163
Castellaniella defragrans,13
Pseudescherichia vulneris,27
Mesomycoplasma hyorhinis,27
Streptomyces acidiscabies,37
Vibrio chagasii,35
Pseudoalteromonas rubra,51
Streptomyces lavendulae,70
Paenibacillus humicus,17
Candidatus Streptomyces philanthi,18
Halobacillus trueperi,102
Vibrio vulnificus NBRC 15645 = ATCC 27562,13
Salmonella enterica subsp. enterica serovar Kentucky,62
Treponema sp. oral taxon 230,10
Macrococcus caseolyticus,101
Psychrobacter cryohalolentis,49
Brachyspira innocens,58
Lactobacillus jensenii,33
Thermobifida fusca,29
Lysinibacillus xylanilyticus,119
Lactobacillus buchneri,183
Paraburkholderia silvatlantica,21
Ewingella americana,68
Streptococcus australis,16
Paenibacillus sp. FSL R5-0912,10
Salmonella enterica subsp. enterica serovar Manhattan,44
Streptomyces viridochromogenes,28
Aeromonas sp. ASNIH2,10
Shewanella benthica,16
Streptomyces xantholiticus,22
Desulfovibrio fairfieldensis,12
Oligella urethralis,24
Clover phyllody phytoplasma,11
Bacillus halmapalus,43
Lactobacillus delbrueckii subsp. lactis,81
Pseudomonas rhizosphaerae,48
Streptococcus sinensis,18
Clostridium sporogenes,107
Treponema denticola,63
Lancefieldella parvula,19
Porphyromonas gingivalis,109
[Clostridium] leptum,145
Xanthomonas citri pv. malvacearum,17
Psychrobacter pulmonis,58
Weissella koreensis,61
Kocuria rosea,141
Aneurinibacillus terranovensis,14
Aliivibrio fischeri,120
Lactobacillus farraginis,57
Myxococcus fulvus,107
Citrobacter farmeri,40
Slackia exigua,14
Salmonella enterica subsp. enterica serovar Rubislaw,17
Tychonema bourrellyi,21
Acinetobacter baumannii 45075_3,10
Geobacillus kaustophilus,68
Bartonella grahamii,21
Escherichia coli DEC15B,11
Vibrio azureus,94
Pseudomonas entomophila,28
Lactobacillus mali,10
Brevundimonas mediterranea,24
Roseomonas mucosa,14
Bacillus cereus AH187,14
Mycoplasmopsis arginini,23
Enterococcus malodoratus,17
Geobacillus thermodenitrificans,230
Bacillus siralis,16
Pseudomonas denitrificans,49
Treponema phagedenis subsp. vaccae,42
Methylosinus trichosporium,19
Bradyrhizobium yuanmingense,184
Alkalimonas collagenimarina,15
Streptococcus parasuis,25
Bacillus coagulans DSM 1 = ATCC 7050,11
Mesorhizobium loti,124
Yersinia rohdei,26
Clostridium disporicum,27
Citrobacter koseri,130
Gordonia sputi,49
Acinetobacter pittii,237
Laceyella sp. FBKL4.010,11
Melissococcus plutonius,54
Bordetella holmesii,53
Klebsiella quasipneumoniae,76
Rhodococcus rhodochrous,52
Ehrlichia ruminantium (heartwater rickettsia),15
Xanthomonas campestris,99
Oceanobacillus massiliensis str. N'diop,23
Clostridium saccharobutylicum,63
Bacillus meqaterium,17
Corallococcus coralloides,62
Bacillus beringensis,13
Trinickia soli,13
Methylorubrum populi,94
Sporosarcina globispora,36
Bacillus clausii,169
Chlamydia suis,70
Salmonella enterica subsp. enterica serovar Aqua str. NVSL2001,10
Pseudoalteromonas elyakovii,29
Pseudomonas cedrina,50
Staphylococcus devriesei,14
Pseudomonas sabulinigri,60
Xanthobacter flavus,14
Streptomyces fradiae,89
Cellulomonas flavigena,15
Bacillus sp. JKS001846,14
Bordetella pseudohinzii,14
Verminephrobacter eiseniae,54
Paenibacillus pabuli,66
Mixta gaviniae,20
Massilia eurypsychrophila,97
Lelliottia nimipressuralis,27
Rhodococcus pyridinivorans,42
Weissella paramesenteroides,129
Oblitimonas alkaliphila,43
Streptococcus minor,26
Halomonas hydrothermalis,20
Streptomyces albogriseolus,58
Candidatus Schneideria nysicola,20
Borrelia garinii,57
Streptococcus downei,22
Rhodococcus ruber,121
Pseudomonas psychrotolerans,109
Bacillus gibsonii,50
Enterococcus thailandicus,59
Arthrobacter citreus,17
Salmonella enterica subsp. enterica serovar Typhimurium var. 5-,116
Methylorubrum rhodesianum,25
Oceanobacillus kimchii,23
Treponema socranskii,19
Alicyclobacillus herbarius,27
Rodentibacter ratti,14
Pseudomonas frederiksbergensis,156
Pseudomonas libanensis,51
Lactobacillus coryniformis subsp. torquens,17
Cupriavidus oxalaticus,11
Francisella philomiragia,47
Pseudomonas baetica,66
Mycoplasmopsis gallinacea,48
Kosakonia cowanii,77
Vibrio vulnificus Env1,11
Candidatus Fukatsuia symbiotica,13
thiotrophic endosymbiont of Bathymodiolus puteoserpentis (Logatchev),12
Bacillus paralicheniformis,173
Leminorella richardii,16
Erwinia rhapontici,46
Dyadobacter fermentans,13
Providencia heimbachae,20
Staphylococcus cohnii,170
Pseudoalteromonas piscicida,90
Paulownia witches'-broom phytoplasma,18
Lactobacillus crispatus,122
Frateuria aurantia,24
Candidatus Regiella insecticola,36
Staphylococcus arlettae,122
Rice orange leaf phytoplasma,36
Pseudoflavonifractor capillosus,10
Streptomyces lincolnensis,22
Streptomyces tricolor,19
Bacillus phage phBC6A52,13
Cronobacter dublinensis subsp. lactaridi LMG 23825,10
Wolbachia pipientis,28
Rickettsia endosymbiont of Deronectes platynotus,10
Dorea longicatena,20
Raoultella planticola,88
North American grapevine yellows phytoplasma,61
Brevibacillus brevis,254
Histophilus somni,116
Sesame phyllody phytoplasma,79
Candidatus Zinderia insecticola,20
Streptomyces melanosporofaciens,17
Bacillus niacini,95
Proteus penneri,62
Brachyspira corvi,120
Pseudomonas argentinensis,29
Arsenophonus endosymbiont of Bemisia tabaci,19
Mesoplasma florum,22
Actinobacillus pleuropneumoniae,58
Marinococcus luteus,13
Xanthomonas arboricola,31
Pseudomonas nitroreducens,103
Acidovorax cattleyae,10
Parabacteroides distasonis str. 3776 D15 i,12
Parageobacillus thermoglucosidasius,78
Streptomyces flavoviridis,20
Marinobacter lipolyticus,16
Streptomyces flavovariabilis,10
synthetic Escherichia coli C321.deltaA,21
Maribacter dokdonensis,12
Psychrobacillus psychrodurans,68
Enterococcus mundtii,190
Chromohalobacter israelensis,17
Streptomyces griseus,246
Idiomarina loihiensis,47
Pseudarthrobacter scleromae,44
Salmonella enterica subsp. enterica serovar Mbandaka,37
Paenibacillus polymyxa SC2,13
Pseudomonas poae,138
Halomonas halophila,10
Aeromonas sobria,234
Pseudomonas brassicacearum,145
Aureimonas altamirensis,35
Bacillus horneckiae,39
Ralstonia mannitolilytica,41
Lachnospira pectinoschiza,17
[Pseudomonas] hibiscicola,57
Streptomyces virginiae,39
Mycoplasma ovis,25
Enterobacter cancerogenus,131
Vibrio tubiashii,38
Leuconostoc suionicum,12
Chitinophaga pinensis,11
Saccharomonospora viridis,28
Cupriavidus gilardii,31
Anaplasma ovis,58
Empedobacter brevis,13
Salmonella enterica subsp. enterica serovar Derby,40
Nocardia cyriacigeorgica,164
Aggregatibacter segnis,22
Paraburkholderia kururiensis,15
Halomonas aquamarina,98
Nocardia asiatica,20
Parabacteroides merdae,16
Streptomyces pseudovenezuelae,26
Pelosinus fermentans,12
Bacillus subterraneus,55
Bacillus cohnii,60
Acinetobacter baumannii OIFC032,12
Streptomyces hygroscopicus,90
Faecalicatena contorta,20
Clostridium perfringens CPE str. F4969,13
Pseudomonas veronii,184
Aeromonas popoffii,44
Tumebacillus avium,38
Bacillus subtilis subsp. subtilis 6051-HGW,10
Sphingomonas yunnanensis,19
Providencia rettgeri,136
Streptomyces corchorusii,24
Riemerella anatipestifer,180
Pseudomonas syringae pv. syringae,84
Erythrobacter vulgaris,16
Streptomyces bacillaris,35
Aeromonas hydrophila YL17,10
Brenneria goodwinii,26
Saccharothrix xinjiangensis,12
Salmonella enterica subsp. enterica serovar Paratyphi B,26
Salinivibrio costicola,53
Campylobacter lanienae,14
Marinomonas communis,11
Selenomonas sputigena,17
Thermus thermophilus,28
Azospirillum lipoferum,62
Streptomyces eurocidicus,17
Paenibacillus xylanexedens,61
Prevotella heparinolytica,30
Chlorobium phaeovibrioides,11
Mesorhizobium huakuii,84
Borrelia hermsii,86
Schaalia meyeri,17
Spiroplasma citri,18
Oenococcus oeni,171
Pantoea agglomerans,782
Streptococcus gordonii,82
Listonella anguillarum,277
Pseudomonas grimontii,57
Paraburkholderia phymatum,17
Pseudomonas costantinii,24
Streptococcus infantarius,50
Polynucleobacter cosmopolitanus,215
'Catharanthus roseus' phytoplasma,20
Bartonella quintana,18
Bacillus stratosphericus,200
Xanthomonas gardneri,25
Treponema pallidum subsp. pertenue (yaws treponeme),20
Streptomyces griseorubens,63
Klebsiella pneumoniae BIDMC 47,10
Vibrio cholerae O1,54
Streptomyces flavovirens,75
Paenibacillus timonensis,26
Bacillus thermolactis,19
Vibrio coralliilyticus,85
Kurthia gibsonii,55
Streptomyces netropsis,39
Shigella flexneri 1235-66,11
Clostridium sardiniense,21
Candidatus Curculioniphilus buchneri,56
Candidatus Liberibacter asiaticus,80
Streptomyces mutabilis,125
Lactobacillus kefiri,135
Bacillus horikoshii,99
Bradyrhizobium liaoningense,52
Acinetobacter sp. 1294243,10
Nocardia carnea,29
Streptomyces thermocarboxydus,57
Tetragenococcus halophilus,100
Paracoccus solventivorans,20
Pseudoalteromonas arabiensis,14
Pseudoalteromonas ruthenica,30
Rhizobium leguminosarum bv. trifolii,48
Nitratireductor aquibiodomus,37
Xanthomonas citri pv. phaseoli var. fuscans,26
Nocardia beijingensis,33
Metamycoplasma arthritidis,11
Clostridium magnum DSM 2767,27
Snodgrassella alvi,54
Moraxella osloensis,95
Bacillus infantis,86
Acinetobacter baumannii 1045092,10
Shewanella colwelliana,29
Mycoplasmoides gallisepticum,61
