Classification Level,Count
Thermoanaerobacter,468
Limnothrix,86
Methylocaldum,42
Herminiimonas,194
Cryptanaerobacter,75
Acidiphilium,423
Prosthecochloris,170
Moheibacter,121
Subsaxibacter,31
Buchnera,548
Lachnospiraceae FCS020 group,313
Actinoallomurus,167
Lachnospiraceae UCG-009,38
Arenibacter,169
Simonsiella,131
Ureibacillus,193
Castellaniella,301
Algibacter,74
Furfurilactobacillus,68
Leptolyngbya VRUC 135,61
Microvirga,372
Lentimonas,520
Zymomonas,125
Altererythrobacter,628
Cryomorpha,322
Oleispira,54
Hahella,76
Geobacter,401
Pseudohongiella,572
Rhodovarius,31
Rheinheimera,663
Persicirhabdus,76
Limimonas,36
Candidatus Omnitrophus,506
Telmatospirillum,41
Calditerrivibrio,21
Proteiniborus,33
Trueperella,206
Anaerotruncus,278
Elizabethkingia,458
Fructobacillus,123
Oikopleura,28
Vagococcus,222
Candidimonas,46
Actinoplanes,362
Porticoccus,118
Caldimicrobium,72
Nostoc PCC-8976,57
Roseofilum AO1-A,41
Desulfomicrobium,293
Segetibacter,209
Candidatus Vestibaculum,56
TM7x,282
Anaerostignum,83
Helcococcus,235
Stella,108
Glaciecola,178
Desulfosporosinus,416
Falsirhodobacter,46
alphaI cluster,150
Sagittula,50
Kinneretia,33
Tumebacillus,379
Nereida,52
Terribacillus,133
Basfia,79
Dokdonella,271
Sphaerochaeta,359
TM7a,320
Kroppenstedtia,128
Niastella,88
Dermacoccus,146
Ehrlichia,209
Acetoanaerobium,89
Clostridium sensu stricto 13,468
Candidatus Scalindua,266
Ornithinimicrobium,120
Citrifermentans,320
Cerasicoccus,112
Bizionia,53
Caproiciproducens,187
Truepera,551
Meiothermus,472
Oxalobacter,68
Sediminispirochaeta,737
Gibbsiella,28
Planomicrobium,681
Xylella,273
Trabulsiella,75
Piscirickettsia,254
Gaiella,385
Thermocrinis,121
Phormidesmis ANT.L52.6,44
Desulfobulbus,392
Erysipelothrix,431
Asanoa,148
Pseudooceanicola,85
Xylophilus,217
Aneurinibacillus,301
Frateuria,51
Proteiniclasticum,185
CL500-29 marine group,702
Salipaludibacillus,180
Sulfurihydrogenibium,308
Zeaxanthinibacter,67
9M32,134
Haliangium,800
Sinobaca,29
Pedococcus-Phycicoccus,98
Cruoricaptor,66
Hydrogenobacter,73
Agromyces,458
Spiribacter,86
Sulfurisoma,24
Lachnospiraceae NC2004 group,212
Ulvibacter,191
Idiomarina,904
ADurb.Bin063-1,90
Thiomicrorhabdus,359
Rhodomicrobium,134
Nonlabens,153
Apilactobacillus,859
Macellibacteroides,225
Planktothrix NIVA-CYA 15,359
Kallotenue,22
UCG-008,82
Dehalococcoides,251
Candidatus Hodgkinia,291
Duganella,328
Slackia,234
Verruc-01,270
LD29,130
Persicitalea,35
Geothrix,114
Lonsdalea,79
Streptobacillus,240
Methyloversatilis,278
Reichenbachiella,36
Brumimicrobium,25
Dysgonomonas,345
Aphanizomenon MDT14a,98
Desulfurella,41
Saccharopolyspora,283
Syntrophomonas,259
Dinghuibacter,127
Gracilibacillus,145
Pseudogracilibacillus,24
KD3-10,27
Halovibrio,31
Flavimaricola,21
1174-901-12,125
Siccibacter,220
Octadecabacter,110
UTCFX1,81
UBA6140,33
Laribacter,139
Methyloprofundus,108
ML602J-51,69
Pseudoxanthomonas,794
Ramlibacter,388
Pelotomaculum,143
Desulfuromonas,227
Azospira,333
Ideonella,219
Inquilinus,108
Candidatus Baumannia,32
Aquibacter,180
Zobellia,57
Labrenzia,282
Olleya,135
Belliella,31
Desulfovirga,21
Paucilactobacillus,79
AAP99,86
Enterorhabdus,261
Fructilactobacillus,161
Candidatus Curculioniphilus,79
Synechocystis PCC-6803,62
Curvibacter,452
Pluralibacter,91
Alkanindiges,316
Pirellula,749
Leptolyngbya ANT.L52.2,56
Virgibacillus,772
Gluconacetobacter,194
Candidatus Cardinium,204
Schleiferia,133
Brachyspira,684
Thiofaba,45
Thiovulum,48
Tundrisphaera,138
Candidatus Armantifilum,55
Oceanicaulis,200
Candidatus Megaira,138
Haloimpatiens,51
Thioalkalimicrobium,23
Fenollaria,596
Solirubrobacter,365
Peptostreptococcus,500
Thiogranum,146
Trichlorobacter,73
S5-A14a,112
Desulfobacca,107
Thermincola,321
Tuzzerella,83
Clostridium sensu stricto 10,86
Promicromonospora,216
Maribacter,386
Oceanobacter,41
Smithella,302
Globicatella,177
Vampirovibrio,35
Kingella,949
Desemzia,124
Candidatus Thiobios,85
Frischella,38
Oscillatoria PCC-10802,85
Methylophaga,455
Adhaeribacter,187
Francisella,586
Succiniclasticum,471
Rubrobacter,466
Rhizorhapis,168
Thermodesulfovibrio,114
Gardnerella,131
Necropsobacter,32
Anderseniella,68
RS62 marine group,261
Bacteriovorax,47
Flavisolibacter,327
NS10 marine group,163
Sedimenticola,184
Timonella,93
Litoricola,98
Chromohalobacter,312
Defluviitaleaceae UCG-011,247
Reyranella,517
Blastococcus,268
Belnapia,41
Methylomicrobium,53
Azohydromonas,33
Vitellibacter,47
Knoellia,109
Erysipelotrichaceae UCG-002,129
Candidatus Liberibacter,171
ZOR0006,78
Arcticiflavibacter,37
Ktedonobacter,44
Azotobacter,354
Aureispira,47
Alkaliflexus,77
Roseibacillus,195
LS-NOB,283
Peptococcus,151
Thiocapsa,50
F0332,287
Natranaerobius,27
Bhargavaea,123
MD3-55,41
Nodosilinea PCC-7104,216
Raoultella,742
Thioclava,104
Aquicella,245
Parapusillimonas,141
Pontibacillus,147
Suttonella,30
Ellin6067,472
Liquorilactobacillus,155
Salinarimonas,37
Pleurocapsa PCC-7319,75
Calothrix PCC-6303,165
Pseudohaliea,316
Sediminicola,31
Anaerosporomusa,21
Cedecea,139
Candidatus Ovatusbacter,51
Mesonia,57
Lacinutrix,89
Methylococcus,52
Gallaecimonas,21
Aliiroseovarius,76
Sphingoaurantiacus,36
Dyadobacter,270
Methylomonas,204
Lachnospiraceae UCG-003,120
Eisenbergiella,250
[Cytophaga] xylanolytica group,36
CAG-56,204
Advenella,131
Urania-1B-19 marine sediment group,158
Eremococcus,107
Eudoraea,44
FukuN18 freshwater group,59
Salimicrobium,82
Cellulophaga,197
Fuerstia,41
NS3a marine group,157
Desulfoplanes,131
Catenisphaera,65
Luteolibacter,388
Coraliomargarita,87
Martelella,78
Actibacter,28
Rubrivivax,59
Lacibacter,58
Thermicanus,136
Rhodovibrio,60
Magnetospirillum,121
Frankia,178
Geodermatophilus,113
Caldibacillus,27
Thermopetrobacter,21
Edaphobaculum,318
Roseobacter clade CHAB-I-5 lineage,68
Marivivens,70
Candidatus Azobacteroides,38
Cohnella,246
Aciditerrimonas,23
Lacunisphaera,243
Marinilactibacillus,82
Magnetococcus,273
Desulfohalotomaculum,115
Ketogulonicigenium,43
Lachnospiraceae AC2044 group,323
Conchiformibius,259
W5,273
Izhakiella,40
Amnipila,51
FD2005,57
Desmonostoc PCC-7422,88
Pelagibius,97
Mannheimia,333
Senegalimassilia,114
Lutibacter,132
Oenococcus,241
Actinoalloteichus,49
Paeniglutamicibacter,245
Zunongwangia,112
Paramaledivibacter,42
Christensenella,29
Edaphobacter,151
R76-B128,172
Nibribacter,29
OM75 clade,89
Armatimonas,34
mle1-7,122
Desulfomonile,365
Thiomonas,369
Coriobacteriaceae UCG-002,33
SP3-e08,21
Rikenella,66
Empedobacter,130
Chlorobium,221
Limimaricola,84
Aquisalimonas,25
Longilinea,204
Salegentibacter,193
Reinekea,121
Candidatus Planktophila,134
Bulleidia,25
S50 wastewater-sludge group,21
OLB17,51
Actinokineospora,44
Sporomusa,123
Geitlerinema PCC-8501,61
GWE2-31-10,105
Candidatus Zinderia,21
Aquimonas,57
Anaerovorax,325
Dubosiella,318
Rhodobaculum,69
Thermobifida,143
Porphyrobacter,323
Kribbella,219
Halorhodospira,131
Endobacter,21
V9D2013 group,36
Cavicella,22
Gordonibacter,84
Loigolactobacillus,252
Opitutus,312
ASF356,121
Mucispirillum,215
Ornatilinea,62
Lentibacter,95
XBB1006,26
IMCC26207,126
Thioalkalispira-Sulfurivermis,100
Agrococcus,356
Acanthopleuribacter,32
Modestobacter,184
GCA-900066575,314
Citricoccus,146
Filifactor,72
Granulibacter,40
Ellin517,68
Lachnospiraceae ND3007 group,700
Friedmanniella,220
Salinimicrobium,163
Bauldia,163
Providencia,1322
Deferrisoma,32
dgA-11 gut group,61
Litorilinea,49
Psychrilyobacter,90
Arcobacter,436
Halothiobacillus,106
Thioalkalivibrio,138
Enterovibrio,51
Exilispira,52
YC-ZSS-LKJ63,92
MB11C04 marine group,191
Pseudanabaena PCC-7429,120
Milano-WF1B-03,130
Thiohalophilus,110
Pseudoduganella,54
Aureimonas,348
Acaryochloris MBIC11017,20
Pectinatus,31
Olivibacter,71
Niveispirillum,66
Gluconobacter,330
Proteocatella,47
Haloferula,66
Tetragenococcus,220
Aeribacillus,225
Pelospora,40
Acidiferrobacter,42
Fluviicoccus,24
Succinimonas,26
Labedella,22
Clostridium sensu stricto 5,115
Aquimarina,124
Syntrophobacter,159
Sedimentitalea,123
CAG-873,32
Fabibacter,60
Methylorosula,80
wb1-A12,92
Polyangium,55
Shimazuella,31
Yokenella,153
Sandaracinobacter,34
Nordella,125
Congregibacter,35
SCGC AAA164-E04,46
Mitsuokella,210
Clostridium sensu stricto 7,270
Marinilutecoccus,57
Kibdelosporangium,43
Mycetocola,97
Phreatobacter,216
Isoptericola,170
Demequina,95
Robiginitomaculum,32
Prevotellaceae NK3B31 group,325
Rivularia PCC-7116,76
Microlunatus,143
Gemmobacter,164
Thioploca,23
Lachnospiraceae UCG-002,36
Roseibaca,24
Candidatus Brocadia,152
Butyricimonas,207
Marichromatium,79
UTBCD1,23
Solimonas,42
Secundilactobacillus,112
Geopsychrobacter,30
Ferrimonas,95
Desulfuromusa,84
Dictyoglomus,20
Pseudaminobacter,150
Microbulbifer,289
Ferrimicrobium,49
Desulfopila,89
Georgenia,116
Lapillicoccus,53
Lyngbya PCC-7419,85
Desulfoconvexum,35
SEEP-SRB2,82
Granulosicoccus,121
Anseongella,84
Aquitalea,111
Propionicimonas,49
Patulibacter,68
Nitrobacter,128
Roseococcus,48
Prauserella,57
Chlorobaculum,95
Sanguibacter-Flavimobilis,160
Coprobacter,195
G12-WMSP1,30
Pontivivens,23
Gemmata,255
Faecalitalea,241
Methylosinus,92
Psychroglaciecola,28
Candidatus Soleaferrea,237
Termite planctomycete cluster,78
Aequorivita,54
Pseudarcobacter,248
Glycomyces,193
Taibaiella,201
Marinovum,47
Candidatus Puniceispirillum,47
Persephonella,102
Anaerolinea,161
Bythopirellula,31
probable genus 10,66
Tropheryma,45
Scytonema VB-61278,52
Holophaga,57
Gramella,129
Rubinisphaera,80
Hellea,28
Chroococcidiopsis PCC 7203,37
Clostridium sensu stricto 6,56
Alterococcus,20
Desulfofarcimen,272
Dehalogenimonas,46
Aridibacter,32
Pseudorhizobium,24
Sporacetigenium,21
Ferrovibrio,70
Rufibacter,39
Falsochrobactrum,36
Rhodovastum,67
Iamia,365
Negativicoccus,94
Psychroflexus,317
Halospirulina CCC Baja-95 Cl.2,35
Holdemania,45
Pajaroellobacter,210
Paludicola,87
Lysinimonas,36
Candidatus Symbiobacter,105
Robbsia,40
Desulfofustis,153
Herbidospora,22
oc32,49
Thiopseudomonas,82
ESFC-1,104
Desulfotomaculum,149
Piscinibacter,75
Schlesneria,70
Rosenbergiella,169
Pseudogulbenkiania,139
Ketobacter,85
Shimia,123
Hoeflea,83
BD1-7 clade,320
Haloplasma,45
Nitratifractor,140
Pseudolabrys,321
Polycyclovorans,74
Nevskia,88
Jannaschia,94
Spirosoma,213
Lentibacillus,53
Candidatus Amoebophilus,234
Effusibacillus,94
Candidatus Uzinura,115
Niabella,181
Ammoniphilus,68
Sporolactobacillus,208
